order	family	genus	scientificName	decimalLatitude	decimalLongitude	SITECODE	SITENAME	RELEASE_DA	MS	SITETYPE	INSPIRE_ID	PER.x	Code_18	Remark	Area_Ha	ID	GRID_CODE	LABEL1	LABEL2	LABEL3	RGB	hex	PER.y	elevation	hilda_transition	hilda_2018	hilda_1998	hilda_transition.1	hilda_2018.1	hilda_1998.1
Orthoptera	Pamphagidae	Orchamus	Orchamus raulinii	35.5354	24.077	NA	NA	NA	NA	NA	NA	NA	112	NA	212.8176693251097	EU_630137	2	Artificial surfaces	Urban fabric	Discontinuous urban fabric	255-000-000	#FF0000	ะ. สัวิวำ	114.8871078491211	11	11	11	11	11	11
Araneae	Agelenidae	Maimuna	Maimuna cretica	35.535	24.1164	NA	NA	NA	NA	NA	NA	NA	112	NA	37.799389275002504	EU_630141	2	Artificial surfaces	Urban fabric	Discontinuous urban fabric	255-000-000	#FF0000	ะ. สัวิวำ	133.40049743652344	11	11	11	11	11	11
Araneae	Agelenidae	Malthonica	Malthonica minoa	35.535	24.1164	NA	NA	NA	NA	NA	NA	NA	112	NA	37.799389275002504	EU_630141	2	Artificial surfaces	Urban fabric	Discontinuous urban fabric	255-000-000	#FF0000	ะ. สัวิวำ	133.40049743652344	11	11	11	11	11	11
Araneae	Dysderidae	Harpactea	Harpactea cressa	35.535	24.1164	NA	NA	NA	NA	NA	NA	NA	112	NA	37.799389275002504	EU_630141	2	Artificial surfaces	Urban fabric	Discontinuous urban fabric	255-000-000	#FF0000	ะ. สัวิวำ	133.40049743652344	11	11	11	11	11	11
Araneae	Linyphiidae	Walckenaeria	Walckenaeria cretaensis	35.535	24.1164	NA	NA	NA	NA	NA	NA	NA	112	NA	37.799389275002504	EU_630141	2	Artificial surfaces	Urban fabric	Discontinuous urban fabric	255-000-000	#FF0000	ะ. สัวิวำ	133.40049743652344	11	11	11	11	11	11
Coleoptera	Dytiscidae	Nebrioporus	Nebrioporus amicorum	35.5256	23.825	NA	NA	NA	NA	NA	NA	NA	243	NA	27.163689395007918	EU_645670	21	Agricultural areas	Heterogeneous agricultural areas	Land principally occupied by agriculture, with significant areas of natural vegetation	230-204-077	#E6CC4D	ะ. สัวิวำ	7.3975911140441895	33	33	33	33	33	33
Coleoptera	Tenebrionidae	Dailognatha	Dailognatha quadricollis rugata	35.5201	24.0462	NA	NA	NA	NA	NA	NA	NA	223	NA	29.64882602494537	EU_637569	17	Agricultural areas	Permanent crops	Olive groves	230-166-000	#E6A600	ะ. สัวิวำ	35.821868896484375	77	77	77	77	77	77
Lepidoptera	Geometridae	Rhodostrophia	Rhodostrophia cretacaria	35.5201	24.0462	NA	NA	NA	NA	NA	NA	NA	223	NA	29.64882602494537	EU_637569	17	Agricultural areas	Permanent crops	Olive groves	230-166-000	#E6A600	ะ. สัวิวำ	35.821868896484375	77	77	77	77	77	77
Araneae	Salticidae	Aelurillus	Aelurillus leipoldae	35.5199	23.9298	NA	NA	NA	NA	NA	NA	NA	142	NA	130.6235665450291	EU_633835	11	Artificial surfaces	Artificial, non-agricultural vegetated areas	Sport and leisure facilities	255-230-255	#FFE6FF	ะ. สัวิวำ	9.941516876220703	11	11	11	11	11	11
Heteroptera	Corixidae	Sigara	Sigara nigrolineata mendax	35.5197	23.8908	GR4340006	LIMNI AGIAS โ€“ PLATANIAS โ€“ REMA KAI EKVOLI KERITI โ€“ KOILADA FASA	2021-12-14	GR	B	NA	ะ. สัวิวำ	142	NA	29.6191925450008	EU_633833	11	Artificial surfaces	Artificial, non-agricultural vegetated areas	Sport and leisure facilities	255-230-255	#FFE6FF	ะ. สัวิวำ	2.8335928916931152	11	11	11	11	11	11
Araneae	Zodariidae	Zodarion	Zodarion spinibarbe	35.5183	24.055	NA	NA	NA	NA	NA	NA	NA	112	NA	1226.4034469449746	EU_630132	2	Artificial surfaces	Urban fabric	Discontinuous urban fabric	255-000-000	#FF0000	ะ. สัวิวำ	157.12631225585938	31	11	33	31	11	33
Araneae	Agelenidae	Maimuna	Maimuna cretica	35.5172	23.9067	NA	NA	NA	NA	NA	NA	NA	142	NA	130.6235665450291	EU_633835	11	Artificial surfaces	Artificial, non-agricultural vegetated areas	Sport and leisure facilities	255-230-255	#FFE6FF	ะ. สัวิวำ	9.30419921875	11	11	11	11	11	11
Coleoptera	Tenebrionidae	Erodius	Erodius orientalis boyeri	35.5172	23.9067	NA	NA	NA	NA	NA	NA	NA	142	NA	130.6235665450291	EU_633835	11	Artificial surfaces	Artificial, non-agricultural vegetated areas	Sport and leisure facilities	255-230-255	#FFE6FF	ะ. สัวิวำ	9.30419921875	11	11	11	11	11	11
Trichoptera	Hydropsychidae	Hydropsyche	Hydropsyche rhadamanthys	35.5172	23.9067	NA	NA	NA	NA	NA	NA	NA	142	NA	130.6235665450291	EU_633835	11	Artificial surfaces	Artificial, non-agricultural vegetated areas	Sport and leisure facilities	255-230-255	#FFE6FF	ะ. สัวิวำ	9.30419921875	11	11	11	11	11	11
Hymenoptera	Formicidae	Monomorium	Monomorium creticum	35.5151	23.9816	NA	NA	NA	NA	NA	NA	NA	321	NA	83.35238609001446	EU_658652	26	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Natural grasslands	204-242-077	#CCF24D	ะ. สัวิวำ	9.181236267089844	77	77	77	77	77	77
Hymenoptera	Formicidae	Oxyopomyrmex	Oxyopomyrmex laevibus	35.5151	23.9816	NA	NA	NA	NA	NA	NA	NA	321	NA	83.35238609001446	EU_658652	26	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Natural grasslands	204-242-077	#CCF24D	ะ. สัวิวำ	9.181236267089844	77	77	77	77	77	77
Hymenoptera	Formicidae	Temnothorax	Temnothorax daidalosi	35.5151	23.9816	NA	NA	NA	NA	NA	NA	NA	321	NA	83.35238609001446	EU_658652	26	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Natural grasslands	204-242-077	#CCF24D	ะ. สัวิวำ	9.181236267089844	77	77	77	77	77	77
Hymenoptera	Formicidae	Temnothorax	Temnothorax proteii	35.5151	23.9816	NA	NA	NA	NA	NA	NA	NA	321	NA	83.35238609001446	EU_658652	26	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Natural grasslands	204-242-077	#CCF24D	ะ. สัวิวำ	9.181236267089844	77	77	77	77	77	77
Hymenoptera	Formicidae	Temnothorax	Temnothorax variabilis	35.5151	23.9816	NA	NA	NA	NA	NA	NA	NA	321	NA	83.35238609001446	EU_658652	26	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Natural grasslands	204-242-077	#CCF24D	ะ. สัวิวำ	9.181236267089844	77	77	77	77	77	77
Araneae	Agelenidae	Maimuna	Maimuna cretica	35.5139	23.7794	NA	NA	NA	NA	NA	NA	NA	112	NA	32.28297794002983	EU_630095	2	Artificial surfaces	Urban fabric	Discontinuous urban fabric	255-000-000	#FF0000	ะ. สัวิวำ	49.72509765625	33	33	33	33	33	33
Orthoptera	Rhaphidophoridae	Troglophilus	Troglophilus spinulosus	35.5138	23.8758	NA	NA	NA	NA	NA	NA	NA	122	NA	308.9340058849911	EU_633217	4	Artificial surfaces	Industrial, commercial and transport units	Road and rail networks and associated land	204-000-000	#CC0000	ะ. สัวิวำ	18.30139923095703	11	11	11	11	11	11
Araneae	Agelenidae	Maimuna	Maimuna cretica	35.5137	23.6083	NA	NA	NA	NA	NA	NA	NA	242	NA	302.9760320300125	EU_641477	20	Agricultural areas	Heterogeneous agricultural areas	Complex cultivation patterns	255-230-077	#FFE64D	ะ. สัวิวำ	38.511451721191406	22	22	22	22	22	22
Araneae	Dysderidae	Harpactea	Harpactea cressa	35.5137	23.6083	NA	NA	NA	NA	NA	NA	NA	242	NA	302.9760320300125	EU_641477	20	Agricultural areas	Heterogeneous agricultural areas	Complex cultivation patterns	255-230-077	#FFE64D	ะ. สัวิวำ	38.511451721191406	22	22	22	22	22	22
Coleoptera	Staphylinidae	Quedius	Quedius sigwalti	35.5131	24.0046	NA	NA	NA	NA	NA	NA	NA	112	NA	1226.4034469449746	EU_630132	2	Artificial surfaces	Urban fabric	Discontinuous urban fabric	255-000-000	#FF0000	ะ. สัวิวำ	0.6217472553253174	0	0	0	0	0	0
Coleoptera	Staphylinidae	Xantholinus	Xantholinus erinaceus	35.5131	24.0046	NA	NA	NA	NA	NA	NA	NA	112	NA	1226.4034469449746	EU_630132	2	Artificial surfaces	Urban fabric	Discontinuous urban fabric	255-000-000	#FF0000	ะ. สัวิวำ	0.6217472553253174	0	0	0	0	0	0
Araneae	Agelenidae	Maimuna	Maimuna cretica	35.512	24.0123	NA	NA	NA	NA	NA	NA	NA	111	NA	63.98635872493936	EU_629824	1	Artificial surfaces	Urban fabric	Continuous urban fabric	230-000-077	#E6004D	ะ. สัวิวำ	16.095970153808594	11	11	11	11	11	11
Araneae	Linyphiidae	Walckenaeria	Walckenaeria cretaensis	35.512	24.0123	NA	NA	NA	NA	NA	NA	NA	111	NA	63.98635872493936	EU_629824	1	Artificial surfaces	Urban fabric	Continuous urban fabric	230-000-077	#E6004D	ะ. สัวิวำ	16.095970153808594	11	11	11	11	11	11
Araneae	Salticidae	Heliophanus	Heliophanus creticus	35.512	24.0123	NA	NA	NA	NA	NA	NA	NA	111	NA	63.98635872493936	EU_629824	1	Artificial surfaces	Urban fabric	Continuous urban fabric	230-000-077	#E6004D	ะ. สัวิวำ	16.095970153808594	11	11	11	11	11	11
Coleoptera	Buprestidae	Palmar	Palmar cretica	35.512	24.0123	NA	NA	NA	NA	NA	NA	NA	111	NA	63.98635872493936	EU_629824	1	Artificial surfaces	Urban fabric	Continuous urban fabric	230-000-077	#E6004D	ะ. สัวิวำ	16.095970153808594	11	11	11	11	11	11
Coleoptera	Buprestidae	Perotis	Perotis margotana	35.512	24.0123	NA	NA	NA	NA	NA	NA	NA	111	NA	63.98635872493936	EU_629824	1	Artificial surfaces	Urban fabric	Continuous urban fabric	230-000-077	#E6004D	ะ. สัวิวำ	16.095970153808594	11	11	11	11	11	11
Coleoptera	Tenebrionidae	Dendarus	Dendarus opacus	35.512	24.0123	NA	NA	NA	NA	NA	NA	NA	111	NA	63.98635872493936	EU_629824	1	Artificial surfaces	Urban fabric	Continuous urban fabric	230-000-077	#E6004D	ะ. สัวิวำ	16.095970153808594	11	11	11	11	11	11
Coleoptera	Tenebrionidae	Pimelia	Pimelia phymatodes	35.512	24.0123	NA	NA	NA	NA	NA	NA	NA	111	NA	63.98635872493936	EU_629824	1	Artificial surfaces	Urban fabric	Continuous urban fabric	230-000-077	#E6004D	ะ. สัวิวำ	16.095970153808594	11	11	11	11	11	11
Coleoptera	Tenebrionidae	Pimelia	Pimelia sericella	35.512	24.0123	NA	NA	NA	NA	NA	NA	NA	111	NA	63.98635872493936	EU_629824	1	Artificial surfaces	Urban fabric	Continuous urban fabric	230-000-077	#E6004D	ะ. สัวิวำ	16.095970153808594	11	11	11	11	11	11
Orthoptera	Phaneropteridae	Poecilimon	Poecilimon cretensis	35.512	24.0123	NA	NA	NA	NA	NA	NA	NA	111	NA	63.98635872493936	EU_629824	1	Artificial surfaces	Urban fabric	Continuous urban fabric	230-000-077	#E6004D	ะ. สัวิวำ	16.095970153808594	11	11	11	11	11	11
Orthoptera	Rhaphidophoridae	Troglophilus	Troglophilus spinulosus	35.512	24.0123	NA	NA	NA	NA	NA	NA	NA	111	NA	63.98635872493936	EU_629824	1	Artificial surfaces	Urban fabric	Continuous urban fabric	230-000-077	#E6004D	ะ. สัวิวำ	16.095970153808594	11	11	11	11	11	11
Hymenoptera	Formicidae	Monomorium	Monomorium creticum	35.5059	24.0065	NA	NA	NA	NA	NA	NA	NA	222	NA	114.6658517850414	EU_636902	16	Agricultural areas	Permanent crops	Fruit trees and berry plantations	242-166-077	#F2A64D	ะ. สัวิวำ	7.117001533508301	11	11	11	11	11	11
Coleoptera	Staphylinidae	Xantholinus	Xantholinus erinaceus	35.5044	23.8183	NA	NA	NA	NA	NA	NA	NA	311	NA	25.232884480006657	EU_652035	23	Forest and semi natural areas	Forests	Broad-leaved forest	128-255-000	#80FF00	ะ. สัวิวำ	34.43169403076172	33	33	33	33	33	33
Hymenoptera	Formicidae	Cataglyphis	Cataglyphis cretica	35.5025	24.0025	NA	NA	NA	NA	NA	NA	NA	222	NA	114.6658517850414	EU_636902	16	Agricultural areas	Permanent crops	Fruit trees and berry plantations	242-166-077	#F2A64D	ะ. สัวิวำ	7.328132152557373	11	11	11	11	11	11
Araneae	Agelenidae	Maimuna	Maimuna cretica	35.502	23.58	GR4340001	IMERI KAI AGRIA GRAMVOUSSA - TIGANI KAI FALASARNA - PONTIKONISI, ORMOS LIVADI - VIGLIA	2021-12-14	GR	B	NA	ะ. สัวิวำ	242	NA	99.29510311995467	EU_641460	20	Agricultural areas	Heterogeneous agricultural areas	Complex cultivation patterns	255-230-077	#FFE64D	ะ. สัวิวำ	17.97629165649414	22	22	22	22	22	22
Araneae	Dysderidae	Harpactea	Harpactea cressa	35.502	23.58	GR4340001	IMERI KAI AGRIA GRAMVOUSSA - TIGANI KAI FALASARNA - PONTIKONISI, ORMOS LIVADI - VIGLIA	2021-12-14	GR	B	NA	ะ. สัวิวำ	242	NA	99.29510311995467	EU_641460	20	Agricultural areas	Heterogeneous agricultural areas	Complex cultivation patterns	255-230-077	#FFE64D	ะ. สัวิวำ	17.97629165649414	22	22	22	22	22	22
Araneae	Salticidae	Heliophanus	Heliophanus creticus	35.502	23.58	GR4340001	IMERI KAI AGRIA GRAMVOUSSA - TIGANI KAI FALASARNA - PONTIKONISI, ORMOS LIVADI - VIGLIA	2021-12-14	GR	B	NA	ะ. สัวิวำ	242	NA	99.29510311995467	EU_641460	20	Agricultural areas	Heterogeneous agricultural areas	Complex cultivation patterns	255-230-077	#FFE64D	ะ. สัวิวำ	17.97629165649414	22	22	22	22	22	22
Coleoptera	Buprestidae	Acmaeodera	Acmaeodera flavolineata piloselloides	35.502	23.58	GR4340001	IMERI KAI AGRIA GRAMVOUSSA - TIGANI KAI FALASARNA - PONTIKONISI, ORMOS LIVADI - VIGLIA	2021-12-14	GR	B	NA	ะ. สัวิวำ	242	NA	99.29510311995467	EU_641460	20	Agricultural areas	Heterogeneous agricultural areas	Complex cultivation patterns	255-230-077	#FFE64D	ะ. สัวิวำ	17.97629165649414	22	22	22	22	22	22
Coleoptera	Buprestidae	Acmaeodera	Acmaeodera saxicola minoa	35.502	23.58	GR4340001	IMERI KAI AGRIA GRAMVOUSSA - TIGANI KAI FALASARNA - PONTIKONISI, ORMOS LIVADI - VIGLIA	2021-12-14	GR	B	NA	ะ. สัวิวำ	242	NA	99.29510311995467	EU_641460	20	Agricultural areas	Heterogeneous agricultural areas	Complex cultivation patterns	255-230-077	#FFE64D	ะ. สัวิวำ	17.97629165649414	22	22	22	22	22	22
Coleoptera	Buprestidae	Anthaxia	Anthaxia schoenmanni	35.502	23.58	GR4340001	IMERI KAI AGRIA GRAMVOUSSA - TIGANI KAI FALASARNA - PONTIKONISI, ORMOS LIVADI - VIGLIA	2021-12-14	GR	B	NA	ะ. สัวิวำ	242	NA	99.29510311995467	EU_641460	20	Agricultural areas	Heterogeneous agricultural areas	Complex cultivation patterns	255-230-077	#FFE64D	ะ. สัวิวำ	17.97629165649414	22	22	22	22	22	22
Orthoptera	Phaneropteridae	Poecilimon	Poecilimon cretensis	35.502	23.58	GR4340001	IMERI KAI AGRIA GRAMVOUSSA - TIGANI KAI FALASARNA - PONTIKONISI, ORMOS LIVADI - VIGLIA	2021-12-14	GR	B	NA	ะ. สัวิวำ	242	NA	99.29510311995467	EU_641460	20	Agricultural areas	Heterogeneous agricultural areas	Complex cultivation patterns	255-230-077	#FFE64D	ะ. สัวิวำ	17.97629165649414	22	22	22	22	22	22
Coleoptera	Cerambycidae	Phytoecia	Phytoecia coerulescens cretensis	35.5007	23.6146	NA	NA	NA	NA	NA	NA	NA	242	NA	302.9760320300125	EU_641477	20	Agricultural areas	Heterogeneous agricultural areas	Complex cultivation patterns	255-230-077	#FFE64D	ะ. สัวิวำ	46.91857147216797	22	22	22	22	22	22
Coleoptera	Tenebrionidae	Dailognatha	Dailognatha quadricollis rugata	35.5007	23.6146	NA	NA	NA	NA	NA	NA	NA	242	NA	302.9760320300125	EU_641477	20	Agricultural areas	Heterogeneous agricultural areas	Complex cultivation patterns	255-230-077	#FFE64D	ะ. สัวิวำ	46.91857147216797	22	22	22	22	22	22
Hymenoptera	Formicidae	Monomorium	Monomorium creticum	35.4998	23.9772	NA	NA	NA	NA	NA	NA	NA	112	NA	62.64813808502028	EU_630106	2	Artificial surfaces	Urban fabric	Discontinuous urban fabric	255-000-000	#FF0000	ะ. สัวิวำ	62.79842758178711	11	11	11	11	11	11
Hymenoptera	Formicidae	Oxyopomyrmex	Oxyopomyrmex laevibus	35.4998	23.9772	NA	NA	NA	NA	NA	NA	NA	112	NA	62.64813808502028	EU_630106	2	Artificial surfaces	Urban fabric	Discontinuous urban fabric	255-000-000	#FF0000	ะ. สัวิวำ	62.79842758178711	11	11	11	11	11	11
Coleoptera	Buprestidae	Anthaxia	Anthaxia schoenmanni	35.4947	23.7336	NA	NA	NA	NA	NA	NA	NA	223	NA	14437.593794150049	EU_637564	17	Agricultural areas	Permanent crops	Olive groves	230-166-000	#E6A600	ะ. สัวิวำ	111.03582000732422	33	33	33	33	33	33
Chilopoda	Scolopendridae	Scolopendra	Scolopendra cretica	35.4946	23.6537	NA	NA	NA	NA	NA	NA	NA	112	NA	140.64128035502318	EU_630076	2	Artificial surfaces	Urban fabric	Discontinuous urban fabric	255-000-000	#FF0000	ะ. สัวิวำ	20.475690841674805	11	11	11	11	11	11
Coleoptera	Buprestidae	Anthaxia	Anthaxia schoenmanni	35.4905	23.6455	NA	NA	NA	NA	NA	NA	NA	223	NA	67.26844417497965	EU_637460	17	Agricultural areas	Permanent crops	Olive groves	230-166-000	#E6A600	ะ. สัวิวำ	34.642974853515625	11	11	11	11	11	11
Odonata	Aeshnidae	Boyeria	Boyeria cretensis	35.4905	23.6455	NA	NA	NA	NA	NA	NA	NA	223	NA	67.26844417497965	EU_637460	17	Agricultural areas	Permanent crops	Olive groves	230-166-000	#E6A600	ะ. สัวิวำ	34.642974853515625	11	11	11	11	11	11
Araneae	Agelenidae	Maimuna	Maimuna cretica	35.4879	24.0606	NA	NA	NA	NA	NA	NA	NA	112	NA	1226.4034469449746	EU_630132	2	Artificial surfaces	Urban fabric	Discontinuous urban fabric	255-000-000	#FF0000	ะ. สัวิวำ	4.323146820068359	11	11	11	11	11	11
Araneae	Linyphiidae	Walckenaeria	Walckenaeria cretaensis	35.4879	24.0606	NA	NA	NA	NA	NA	NA	NA	112	NA	1226.4034469449746	EU_630132	2	Artificial surfaces	Urban fabric	Discontinuous urban fabric	255-000-000	#FF0000	ะ. สัวิวำ	4.323146820068359	11	11	11	11	11	11
Coleoptera	Tenebrionidae	Pimelia	Pimelia phymatodes	35.4879	24.0606	NA	NA	NA	NA	NA	NA	NA	112	NA	1226.4034469449746	EU_630132	2	Artificial surfaces	Urban fabric	Discontinuous urban fabric	255-000-000	#FF0000	ะ. สัวิวำ	4.323146820068359	11	11	11	11	11	11
Lepidoptera	Geometridae	Rhodostrophia	Rhodostrophia cretacaria	35.4879	24.0606	NA	NA	NA	NA	NA	NA	NA	112	NA	1226.4034469449746	EU_630132	2	Artificial surfaces	Urban fabric	Discontinuous urban fabric	255-000-000	#FF0000	ะ. สัวิวำ	4.323146820068359	11	11	11	11	11	11
Araneae	Dysderidae	Dysdera	Dysdera neocretica	35.4864	23.7621	NA	NA	NA	NA	NA	NA	NA	242	NA	29.87643777997013	EU_641468	20	Agricultural areas	Heterogeneous agricultural areas	Complex cultivation patterns	255-230-077	#FFE64D	ะ. สัวิวำ	161.9563446044922	33	33	33	33	33	33
Araneae	Gnaphosidae	Zelotes	Zelotes chaniaensis	35.4864	23.7621	NA	NA	NA	NA	NA	NA	NA	242	NA	29.87643777997013	EU_641468	20	Agricultural areas	Heterogeneous agricultural areas	Complex cultivation patterns	255-230-077	#FFE64D	ะ. สัวิวำ	161.9563446044922	33	33	33	33	33	33
Coleoptera	Hydraenidae	Hydraena	Hydraena subinura	35.4856	23.6889	NA	NA	NA	NA	NA	NA	NA	223	NA	14437.593794150049	EU_637564	17	Agricultural areas	Permanent crops	Olive groves	230-166-000	#E6A600	ะ. สัวิวำ	15.645347595214844	11	11	11	11	11	11
Coleoptera	Cerambycidae	Stictoleptura	Stictoleptura slamai	35.4855	23.9916	NA	NA	NA	NA	NA	NA	NA	222	NA	376.1093659749041	EU_636893	16	Agricultural areas	Permanent crops	Fruit trees and berry plantations	242-166-077	#F2A64D	ะ. สัวิวำ	42.60469436645508	11	11	11	11	11	11
Coleoptera	Tenebrionidae	Dailognatha	Dailognatha quadricollis rugata	35.4832	23.577	GR4340001	IMERI KAI AGRIA GRAMVOUSSA - TIGANI KAI FALASARNA - PONTIKONISI, ORMOS LIVADI - VIGLIA	2021-12-14	GR	B	NA	ะ. สัวิวำ	331	NA	29.742600749979086	EU_672046	30	Forest and semi natural areas	Open spaces with little or no vegetation	Beaches, dunes, sands	230-230-230	#E6E6E6	ะ. สัวิวำ	1.377578854560852	0	0	0	0	0	0
Hymenoptera	Tenthredinidae	Aneugmenus	Aneugmenus oertzeni	35.477	23.93	GR4340006	LIMNI AGIAS โ€“ PLATANIAS โ€“ REMA KAI EKVOLI KERITI โ€“ KOILADA FASA	2021-12-14	GR	B	NA	ะ. สัวิวำ	222	NA	2617.359089085093	EU_636894	16	Agricultural areas	Permanent crops	Fruit trees and berry plantations	242-166-077	#F2A64D	ะ. สัวิวำ	33.53582000732422	11	11	11	11	11	11
Hymenoptera	Tenthredinidae	Strongylogaster	Strongylogaster cretensis	35.477	23.93	GR4340006	LIMNI AGIAS โ€“ PLATANIAS โ€“ REMA KAI EKVOLI KERITI โ€“ KOILADA FASA	2021-12-14	GR	B	NA	ะ. สัวิวำ	222	NA	2617.359089085093	EU_636894	16	Agricultural areas	Permanent crops	Fruit trees and berry plantations	242-166-077	#F2A64D	ะ. สัวิวำ	33.53582000732422	11	11	11	11	11	11
Hymenoptera	Formicidae	Monomorium	Monomorium creticum	35.4756	23.9308	GR4340006	LIMNI AGIAS โ€“ PLATANIAS โ€“ REMA KAI EKVOLI KERITI โ€“ KOILADA FASA	2021-12-14	GR	B	NA	ะ. สัวิวำ	242	NA	47.558583565004255	EU_641480	20	Agricultural areas	Heterogeneous agricultural areas	Complex cultivation patterns	255-230-077	#FFE64D	ะ. สัวิวำ	33.900917053222656	23	33	22	23	33	22
Hymenoptera	Formicidae	Temnothorax	Temnothorax daidalosi	35.4756	23.9308	GR4340006	LIMNI AGIAS โ€“ PLATANIAS โ€“ REMA KAI EKVOLI KERITI โ€“ KOILADA FASA	2021-12-14	GR	B	NA	ะ. สัวิวำ	242	NA	47.558583565004255	EU_641480	20	Agricultural areas	Heterogeneous agricultural areas	Complex cultivation patterns	255-230-077	#FFE64D	ะ. สัวิวำ	33.900917053222656	23	33	22	23	33	22
Hymenoptera	Formicidae	Temnothorax	Temnothorax proteii	35.4756	23.9308	GR4340006	LIMNI AGIAS โ€“ PLATANIAS โ€“ REMA KAI EKVOLI KERITI โ€“ KOILADA FASA	2021-12-14	GR	B	NA	ะ. สัวิวำ	242	NA	47.558583565004255	EU_641480	20	Agricultural areas	Heterogeneous agricultural areas	Complex cultivation patterns	255-230-077	#FFE64D	ะ. สัวิวำ	33.900917053222656	23	33	22	23	33	22
Hymenoptera	Formicidae	Temnothorax	Temnothorax variabilis	35.4756	23.9308	GR4340006	LIMNI AGIAS โ€“ PLATANIAS โ€“ REMA KAI EKVOLI KERITI โ€“ KOILADA FASA	2021-12-14	GR	B	NA	ะ. สัวิวำ	242	NA	47.558583565004255	EU_641480	20	Agricultural areas	Heterogeneous agricultural areas	Complex cultivation patterns	255-230-077	#FFE64D	ะ. สัวิวำ	33.900917053222656	23	33	22	23	33	22
