assessmentId,scientificName,internalTaxonId,doi
70625186,Rhacocleis graeca,44698070,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T44698070A70625186.en
70625240,Rhacocleis insularis,44698072,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T44698072A70625240.en
70625268,Rhacocleis lithoscirtetes,44698076,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T44698076A70625268.en
70625294,Rhacocleis trilobata,44698104,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T44698104A70625294.en
70625315,Rhacocleis uvarovi,44698115,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T44698115A70625315.en
70625374,Rhacocleis werneri,44698141,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T44698141A70625374.en
70627797,Dolichopoda calidnae,70613415,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T70613415A70627797.en
70627851,Saga hellenica,68468653,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68468653A70627851.en
74528394,Poecilimon laevissimus,68455994,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T68455994A74528394.en
87310028,Alosterna pauli,86802697,https://dx.doi.org/10.2305/IUCN.UK.2017-3.RLTS.T86802697A87310028.en
87311325,Paracorymbia picticornis,86807153,https://dx.doi.org/10.2305/IUCN.UK.2017-3.RLTS.T86807153A87311325.en
87311361,Pedostrangalia ariadne,86807269,https://dx.doi.org/10.2305/IUCN.UK.2017-3.RLTS.T86807269A87311361.en
87313606,Hymenalia elongata,86863400,https://dx.doi.org/10.2305/IUCN.UK.2017-3.RLTS.T86863400A87313606.en
87314193,Mycetochara flavicornis,86883960,https://dx.doi.org/10.2305/IUCN.UK.2017-3.RLTS.T86883960A87314193.en
87314453,Mycetochara jonica,86884024,https://dx.doi.org/10.2305/IUCN.UK.2017-3.RLTS.T86884024A87314453.en
87314522,Mycetochara myrmecophila,86884117,https://dx.doi.org/10.2305/IUCN.UK.2017-3.RLTS.T86884117A87314522.en
87341023,Mycetochara cretica,87329419,https://dx.doi.org/10.2305/IUCN.UK.2017-3.RLTS.T87329419A87341023.en
88000000,Prionotropis willemsorum,87999248,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T87999248A88000000.en
88047152,Stictoleptura slamai,88046398,https://dx.doi.org/10.2305/IUCN.UK.2017-3.RLTS.T88046398A88047152.en
90854097,Dolichopoda ochtoniai,90853972,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T90853972A90854097.en
90854152,Dolichopoda saraolacosi,90854150,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T90854150A90854152.en
90947052,Ceratophyus schaffrathi,90934784,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T90934784A90947052.en
91395333,Stictoleptura ivoroberti,91394977,https://dx.doi.org/10.2305/IUCN.UK.2017-3.RLTS.T91394977A91395333.en
98732278,Coxelus alinae,91470563,https://dx.doi.org/10.2305/IUCN.UK.2017-2.RLTS.T91470563A98732278.en
98732380,Diplagia hellenica,91473473,https://dx.doi.org/10.2305/IUCN.UK.2017-2.RLTS.T91473473A98732380.en
99773641,Rhacocleis andikithirensis,99773552,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T99773552A99773641.en
103506603,Chorthippus crassiceps,16084613,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T16084613A103506603.en
