subspeciesname	Order	n_locations	n_sites	eoo	eoo_overlap	eoo_natura	eoo_wildlife	aoo	aoo_natura	aoo_wildlife	potentially_VU	potentially_EN	potentially_CR	paca	iucn	threatened	gbif	gbif_id	class	family	genus	kingdom	order	phylum	species	subspecies
Tinodes aligi	Trichoptera	6	12	233.429738204832	233.429738204832	54.9702276135595	4.11152275540507	48.1286558417106	10.5950684473283	2.43909795130882	TRUE	FALSE	FALSE	PT	VU	TRUE	5053669	5053669	Insecta	Psychomyiidae	Tinodes	Animalia	Trichoptera	Arthropoda	Tinodes aligi	NA
Walckenaeria cretaensis	Araneae	19	22	5532.5315657751	4511.43381509581	1478.62608634941	309.227095605177	84.2492924415621	18.9076010245419	6.25975503193288	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	2134799	2134799	Arachnida	Linyphiidae	Walckenaeria	Animalia	Araneae	Arthropoda	Walckenaeria cretaensis	NA
Xantholinus creticus	Coleoptera	6	7	799.372440331451	799.269465389148	401.905097641349	18.6497030187489	28.0787563222516	13.5754950505524	0.627066758518695	TRUE	FALSE	FALSE	PT	VU	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Xantholinus erinaceus	Coleoptera	14	19	3773.00266603887	3416.57124747252	1208.49140732666	245.541164905388	72.2275659598581	20.7533221460829	1.01657894771946	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	10454852	10454852	Insecta	Staphylinidae	Xantholinus	Animalia	Coleoptera	Arthropoda	Xantholinus erinaceus	NA
Boyeria cretensis	Odonata	15	24	3991.51393200002	3773.70799166316	1227.75352536445	232.673174851415	100.348882714015	18.8462302272858	1.55689772271263	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	1425142	1425142	Insecta	Aeshnidae	Boyeria	Animalia	Odonata	Arthropoda	Boyeria cretensis	NA
Cephennium chanianum	Coleoptera	2	8	99.1134059929747	99.1134059929789	19.0200051217434	0	36.0853087623099	9.4636302518514	0	TRUE	TRUE	FALSE	LT	EN	TRUE	11118206	11118206	Insecta	Staphylinidae	Cephennium	Animalia	Coleoptera	Arthropoda	Cephennium chanianum	NA
Dysderocrates marani	Araneae	8	17	1864.85848701903	1824.26021236243	752.041929911289	115.812874361909	60.1819719919906	45.0255409292737	7.83480462901286	TRUE	FALSE	FALSE	PT	VU	TRUE	2139237	2139237	Arachnida	Dysderidae	Dysderocrates	Animalia	Araneae	Arthropoda	Dysderocrates marani	NA
Harpactea catholica	Araneae	8	10	2011.1762566487	1551.99343114821	520.18552513112	44.450188316437	48.1389725872496	25.0003762500272	6.63203974276439	TRUE	FALSE	FALSE	PT	VU	TRUE	2139015	2139015	Arachnida	Dysderidae	Harpactea	Animalia	Araneae	Arthropoda	Harpactea catholica	NA
Nebrioporus amicorum	Coleoptera	14	15	4076.48634950044	3616.2151483623	1386.50243703118	256.786943328349	64.2329483516104	8.19882341781731	1.74534360124197	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	6001272	6001272	Insecta	Dytiscidae	Nebrioporus	Animalia	Coleoptera	Arthropoda	Nebrioporus amicorum	NA
Plectrocnemia conspersa keftiu	Trichoptera	7	9	820.59799089578	820.59799089578	352.945135716119	33.0775015369265	44.1078671356963	10.4855813269579	0	TRUE	FALSE	FALSE	PT	VU	TRUE	5053380	5053380	Insecta	Polycentropodidae	Plectrocnemia	Animalia	Trichoptera	Arthropoda	Plectrocnemia conspersa	Plectrocnemia conspersa keftiu
Rhyparochromus creticus	Heteroptera	7	7	3844.07642597913	2380.09916807622	335.00472030472	113.79674519516	28.0972643912503	6.91437620350975	0.228804173495973	TRUE	FALSE	FALSE	PT	VU	TRUE	8897672	8897672	Insecta	Rhyparochromidae	Xanthochilus	Animalia	Hemiptera	Arthropoda	Xanthochilus minusculus	NA
Ryacophila gudrunae	Trichoptera	4	6	114.236432564971	114.236432564971	63.164468902961	26.1175185133566	20.0616265404983	13.4671938880206	1.27603476252554	TRUE	TRUE	FALSE	LT	EN	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saitis ariadneae	Araneae	8	9	3297.57132322107	2974.03350851619	1011.02098810465	167.308600415605	36.1405387389249	10.9766854985853	1.32109839699654	TRUE	FALSE	FALSE	PT	VU	TRUE	2174537	2174537	Arachnida	Salticidae	Saitis	Animalia	Araneae	Arthropoda	Saitis ariadneae	NA
Temnothorax proteii	Hymenoptera	23	33	5106.85896559897	4609.37623076962	1394.37099970019	281.552398776489	120.50422887985	42.1499911260466	8.50757665872528	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	8314083	8314083	Insecta	Formicidae	Temnothorax	Animalia	Hymenoptera	Arthropoda	NA	NA
Perotis margotana	Coleoptera	31	44	6652.36447443619	5805.78760208763	1509.3567052057101	348.558995417561	180.733512524544	26.0585666178431	14.6802892083889	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	9273780	9273780	Insecta	Buprestidae	Perotis	Animalia	Coleoptera	Arthropoda	Perotis margotanus	NA
Aelurillus leipoldae	Araneae	19	21	9102.50223817256	5866.93757945405	1786.706453221	385.054005600021	84.047008488694	43.9592962451444	8.30853493252393	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	2168671	2168671	Arachnida	Salticidae	Aelurillus	Animalia	Araneae	Arthropoda	Aelurillus leipoldae	NA
Athripsodes longispinosus paleochora	Trichoptera	6	7	2246.49419175699	1939.17375796727	884.201207971202	174.239126286988	27.991029071265	7.9942039352997	0.649955552910878	TRUE	FALSE	FALSE	PT	VU	TRUE	6262325	6262325	Insecta	Leptoceridae	Athripsodes	Animalia	Trichoptera	Arthropoda	Athripsodes longispinosus	Athripsodes longispinosus paleochora
Calopteryx splendens cretensis	Odonata	10	13	1760.38164111312	1716.80247609091	812.170223542097	173.08093024987	52.1956965215824	13.4817208980533	0.118838749921824	TRUE	FALSE	FALSE	PT	VU	TRUE	7412043	7412043	Insecta	Calopterygidae	Calopteryx	Animalia	Odonata	Arthropoda	Calopteryx splendens	NA
Leptobium creticum	Coleoptera	22	37	3936.19339780236	3763.13618290031	1694.65671789885	318.853967656104	172.016336548783	105.48507394312	16.9436957351386	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	4439538	4439538	Insecta	Staphylinidae	Leptobium	Animalia	Coleoptera	Arthropoda	Leptobium creticum	NA
Tentyria rotundata paganettii	Coleoptera	7	16	8238.85912791616	5925.48926596341	1911.83197305697	456.75394941549	52.1290412755079	7.82275470300698	4.4678060292697	TRUE	FALSE	FALSE	PT	VU	TRUE	4455427	4455427	Insecta	Tenebrionidae	Tentyria	Animalia	Coleoptera	Arthropoda	Tentyria rotundata	Tentyria rotundata paganettii
Tinodes reisseri	Trichoptera	24	32	6544.2550700248	5830.3690123382	1810.17638745135	431.426732329692	136.017196840492	42.3575860865644	6.1767648976616	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	5053735	5053735	Insecta	Psychomyiidae	Tinodes	Animalia	Trichoptera	Arthropoda	Tinodes reisseri	NA
Acmaeodera bartoni	Coleoptera	14	23	2682.58851227357	2664.30299513174	1288.93985547107	256.081372261107	91.9696405136416	43.0707524788986	2.97072784452626	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	4431455	4431455	Insecta	Buprestidae	Acmaeodera	Animalia	Coleoptera	Arthropoda	Acmaeodera bartoni	NA
Acmaeoderella stepaneki	Coleoptera	8	9	4052.32134308385	3862.75724880171	1455.10679210321	273.436116261954	35.9741203379782	13.4644243019494	0.403897599258179	TRUE	FALSE	FALSE	PT	VU	TRUE	4431318	4431318	Insecta	Buprestidae	Acmaeoderella	Animalia	Coleoptera	Arthropoda	Acmaeoderella stepaneki	NA
Anthaxia nigrojubata inexpectata	Coleoptera	8	12	1282.15797674043	1280.56046586877	632.918032257411	103.916260398623	43.9576122636494	25.6238633371599	7.03789324921803	TRUE	FALSE	FALSE	PT	VU	TRUE	6872074	6872074	Insecta	Buprestidae	Anthaxia	Animalia	Coleoptera	Arthropoda	Anthaxia nigrojubata	Anthaxia nigrojubata inexpectata
Aplocera cretica	Lepidoptera	17	18	4154.35669773127	4050.37595654465	1451.38648649662	291.21775724121	68.012977203759	25.525888158263	6.69900806376303	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	9001841	9001841	Insecta	Geometridae	Aplocera	Animalia	Lepidoptera	Arthropoda	Aplocera cretica	NA
Cephennium selinonum	Coleoptera	1	1	NA	NA	NA	NA	4.01288007500895	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	11188634	11188634	Insecta	Staphylinidae	Cephennium	Animalia	Coleoptera	Arthropoda	Cephennium selinonum	NA
Cyllecoris ernsti	Heteroptera	3	3	164.825344416482	164.825344416482	75.7678887297068	17.9058256201809	12.0528740435001	4.01981472765258	0	TRUE	TRUE	FALSE	LT	EN	TRUE	4488008	4488008	Insecta	Miridae	Cyllecoris	Animalia	Hemiptera	Arthropoda	Cyllecoris ernsti	NA
Lasius tapinomoides	Hymenoptera	8	9	2548.81319279673	2471.23794144451	1074.03807446952	217.807714216371	39.986845690409	9.18078366764944	4.07480964439113	TRUE	FALSE	FALSE	PT	VU	TRUE	10065782	10065782	Insecta	Formicidae	Lasius	Animalia	Hymenoptera	Arthropoda	Lasius tapinomoides	NA
Macrothele cretica	Araneae	11	16	1248.46916064594	1227.99002305188	546.08711829953	65.6791609027213	60.1980238183243	31.5359546621687	4.9231225339592	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	2145076	2145076	Arachnida	Macrothelidae	Macrothele	Animalia	Araneae	Arthropoda	Macrothele cretica	NA
Pholcus spiliensis	Araneae	9	13	3218.10698518576	2978.27163638329	1172.21682237934	256.900625754944	44.1837242320396	19.7451213819871	2.41051414125468	TRUE	FALSE	FALSE	PT	VU	TRUE	2150032	2150032	Arachnida	Pholcidae	Pholcus	Animalia	Araneae	Arthropoda	Pholcus spiliensis	NA
Prionobius myardi proksi	Coleoptera	11	15	4155.53503160837	3820.65154360508	1372.0895910438	293.792179789239	55.976322067927	15.6307393458937	7.53655359712207	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	8930893	8930893	Insecta	Cerambycidae	Prinobius	Animalia	Coleoptera	Arthropoda	Prinobius myardi	Prinobius myardi proksi
Scydmoraphes minotauri	Coleoptera	8	8	1671.56415958143	1659.92193268727	769.442695286857	99.940676057993	31.9786485608301	6.27617178546182	2.27555428214368	TRUE	FALSE	FALSE	PT	VU	TRUE	10177879	10177879	Insecta	Staphylinidae	Scydmoraphes	Animalia	Coleoptera	Arthropoda	Scydmoraphes minotauri	NA
Stenophylax minoicus	Trichoptera	11	14	2538.07309585638	2458.38803945488	858.349076220554	142.902702028889	55.9937272712552	32.2739498860117	4.56352452918349	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	5054344	5054344	Insecta	Limnephilidae	Stenophylax	Animalia	Trichoptera	Arthropoda	Stenophylax minoicus	NA
Coenagrion intermedium	Odonata	11	13	3407.3363175449	3207.24014071475	832.83145386006	205.13195074884499	52.2024872014925	8.64354199867188	0.465204689097083	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	1422033	1422033	Insecta	Coenagrionidae	Coenagrion	Animalia	Odonata	Arthropoda	Coenagrion intermedium	NA
Dysdera neocretica	Araneae	3	3	243.242704537154	192.550906278879	13.7219464021719	4.45851972569955	12.039130064601	0	0	TRUE	TRUE	FALSE	LT	EN	TRUE	2139386	2139386	Arachnida	Dysderidae	Dysdera	Animalia	Araneae	Arthropoda	Dysdera neocretica	NA
Pronomaea wunderlei	Coleoptera	3	4	1.9973972292154	1.9973972292154	0.434694656603957	0.00462112228290117	12.0262068494159	3.2093694022619	1.28824168068819	TRUE	TRUE	FALSE	LT	EN	TRUE	10389093	10389093	Insecta	Staphylinidae	Pronomaea	Animalia	Coleoptera	Arthropoda	Pronomaea wunderlei	NA
Zodarion albipatellarae	Araneae	3	3	4219.07909586146	3886.62382947381	1041.23463883747	263.007809948396	12.0034073966941	3.98267447189788	0	TRUE	TRUE	FALSE	LT	EN	TRUE	6719795	6719795	Arachnida	Zodariidae	Zodarion	Animalia	Araneae	Arthropoda	Zodarion albipatellare	NA
Agapanthia probsti	Coleoptera	4	7	138.586447275538	138.586447275565	112.798385845858	0.0139512805203127	20.0541298857578	4.71987018233802	0.0244822731700372	TRUE	TRUE	FALSE	LT	EN	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Allantus nigrolinearis	Hymenoptera	3	4	424.975556758106	424.975556758084	179.032634068781	42.3240052357	12.0515151240746	5.18572371035452	2.10011240631467	TRUE	TRUE	FALSE	LT	EN	TRUE	9353860	9353860	Insecta	Tenthredinidae	Allantus	Animalia	Hymenoptera	Arthropoda	Allantus laticinctus	NA
Amischa cretica	Coleoptera	2	3	1.05740332682647	1.05740332682647	0.414537357101588	0.0528074441587584	8.00073034729228	8.00073034729184	0	TRUE	TRUE	FALSE	LT	EN	TRUE	11149694	11149694	Insecta	Staphylinidae	Amischa	Animalia	Coleoptera	Arthropoda	Amischa cretica	NA
Anaglyptus praecellens	Coleoptera	5	15	238.007492001588	238.007492001585	238.007492001585	2.14982554292057	44.1480674830327	44.1480674830343	4.87805594733438	TRUE	TRUE	FALSE	LT	EN	TRUE	1160394	1160394	Insecta	Cerambycidae	Anaglyptus	Animalia	Coleoptera	Arthropoda	Anaglyptus praecellens	NA
Anthaxia ariadna	Coleoptera	5	7	670.995314302951	670.995314302952	387.629704224021	47.0719408530348	28.1023202068451	16.0316274998192	0.768825166999595	TRUE	TRUE	FALSE	LT	EN	TRUE	4431800	4431800	Insecta	Buprestidae	Anthaxia	Animalia	Coleoptera	Arthropoda	Anthaxia ariadna	NA
Aphaenogaster cecconii	Hymenoptera	23	32	6231.86636222679	5231.30737836348	1542.99924132975	364.752395666654	111.965813693743	42.1115064314859	11.2765580914494	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	1315879	1315879	Insecta	Formicidae	Aphaenogaster	Animalia	Hymenoptera	Arthropoda	Aphaenogaster cecconii	NA
Bembidion minoum	Coleoptera	1	2	NA	NA	NA	NA	4.0127015169251	4.0127015169251	0	TRUE	TRUE	TRUE	LT	CR	TRUE	8115368	8115368	Insecta	Carabidae	Bembidion	Animalia	Coleoptera	Arthropoda	Bembidion minoum	NA
Boreaphilus fueschleri	Coleoptera	7	9	868.468675611322	868.468675611322	349.030182982098	64.6055856487475	40.0366509873941	33.5430394081122	4.88313021462266	TRUE	FALSE	FALSE	PT	VU	TRUE	4444495	4444495	Insecta	Staphylinidae	Boreaphilus	Animalia	Coleoptera	Arthropoda	Boreaphilus fuelscheri	NA
Boreaphilus meybohmi	Coleoptera	2	6	2.65713665480687	2.65713665480687	2.65713665480687	0.114347262389399	32.104506063149	32.1045060631464	4.37790876718611	TRUE	TRUE	FALSE	LT	EN	TRUE	10392162	10392162	Insecta	Staphylinidae	Boreaphilus	Animalia	Coleoptera	Arthropoda	Boreaphilus meybohmi	NA
Callimus angulatus glabrescens	Coleoptera	9	18	1602.76836164887	1602.76836164894	739.493851882679	124.883159445513	63.996140471171	52.3709255493378	11.370918375134	TRUE	FALSE	FALSE	PT	VU	TRUE	8744817	8744817	Insecta	Cerambycidae	Callimus	Animalia	Coleoptera	Arthropoda	Callimus angulatus	Callimus angulatus glabrescens
Cataglyphis cretica	Hymenoptera	19	20	7751.85683651866	5158.51559196535	1678.01746226918	384.34560074685203	84.0436189429501	46.4908115105653	15.6353476439425	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	1319559	1319559	Insecta	Formicidae	Cataglyphis	Animalia	Hymenoptera	Arthropoda	NA	NA
Claviger oertzeni	Coleoptera	2	2	NA	NA	NA	NA	8.03097848817078	8.03097848816917	0	TRUE	TRUE	FALSE	LT	EN	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyclophora ariadne	Lepidoptera	6	7	1523.76986134899	1520.40353900713	783.682200714896	138.250378924979	24.0919861395357	15.6387069245968	4.02153569950957	TRUE	FALSE	FALSE	PT	VU	TRUE	5149668	5149668	Insecta	Geometridae	Cyclophora	Animalia	Lepidoptera	Arthropoda	Cyclophora ariadne	NA
Dailognatha quadricollis montana	Coleoptera	9	57	1213.21397989221	1213.21397989223	722.452225550467	113.898295458314	144.570681353663	142.241101704178	19.5875269201759	TRUE	FALSE	FALSE	PT	VU	TRUE	4455352	4455352	Insecta	Tenebrionidae	Dailognatha	Animalia	Coleoptera	Arthropoda	Dailognatha quadricollis	Dailognatha quadricollis montana
Dichillus obenbergeri	Coleoptera	2	2	NA	NA	NA	NA	8.03128454794872	8.03128454794879	1.87675205565355	TRUE	TRUE	FALSE	LT	EN	TRUE	4456010	4456010	Insecta	Tenebrionidae	Dichillus	Animalia	Coleoptera	Arthropoda	Dichillus obenbergeri	NA
Ennomos duercki	Lepidoptera	3	3	40.0201331607646	40.0201331607393	20.1922094066241	0.340023696085992	11.9939077925727	7.90422781580545	3.98436434924782	TRUE	TRUE	FALSE	LT	EN	TRUE	4524419	4524419	Insecta	Geometridae	Ennomos	Animalia	Lepidoptera	Arthropoda	Ennomos duercki	NA
Eumannia psyloritaria	Lepidoptera	4	4	507.443878916027	507.443878916011	206.802745724734	20.7851183233778	16.0591117649983	9.19125889439727	4.0235473213586	TRUE	TRUE	FALSE	LT	EN	TRUE	1978105	1978105	Insecta	Geometridae	Eumannia	Animalia	Lepidoptera	Arthropoda	Eumannia psyloritaria	NA
Faronus lefkamontium	Coleoptera	2	2	NA	NA	NA	NA	8.0269949701244	8.02699497012356	4.03505942074008	TRUE	TRUE	FALSE	LT	EN	TRUE	11213525	11213525	Insecta	Staphylinidae	Faronus	Animalia	Coleoptera	Arthropoda	Faronus lefkamontium	NA
Faronus meybohmi	Coleoptera	5	12	178.843964063716	178.843964063734	178.843964063734	2.3964383884462	44.1476623523349	42.0986952741551	5.82893875412131	TRUE	TRUE	FALSE	LT	EN	TRUE	11129230	11129230	Insecta	Staphylinidae	Faronus	Animalia	Coleoptera	Arthropoda	Faronus meybohmi	NA
Geostiba icaria	Coleoptera	2	3	1.54112785090391	1.54112785090402	0.786930398288712	0	16.0441268865644	4.03494787002014	0	TRUE	TRUE	FALSE	LT	EN	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Glossotrophia mentzeri	Lepidoptera	13	17	3779.20511077615	3616.4464962671	1469.12922447505	277.016822007941	56.010304709647	24.244959699657	6.61035894078455	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	11683262	11683262	Insecta	Geometridae	Glossotrophia	Animalia	Lepidoptera	Arthropoda	Glossotrophia mentzeri	NA
Harpalus sulphuripes creticus	Coleoptera	12	43	1272.30198204172	1272.30198204172	608.90412126187	94.8480477328322	111.964202032773	105.690852651135	11.0431441266708	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	9134602	9134602	Insecta	Carabidae	Harpalus	Animalia	Coleoptera	Arthropoda	Harpalus sulphuripes	Harpalus sulphuripes creticus
Helops glabriventris jelineki	Coleoptera	5	17	218.671229240197	218.67122924019	211.439967316772	2.2314276378845	44.1703351728686	44.1703351728674	5.54868141016707	TRUE	TRUE	FALSE	LT	EN	TRUE	9216074	9216074	Insecta	Tenebrionidae	Helops	Animalia	Coleoptera	Arthropoda	Helops glabriventris	Helops glabriventris jelineki
Heterarthrus imbrosensis	Hymenoptera	3	4	11.3079246198843	11.3079246198797	11.3079246198797	0.66756483384395	12.0445320290269	10.8243168575596	1.93675045344122	TRUE	TRUE	FALSE	LT	EN	TRUE	8619019	8619019	Insecta	Tenthredinidae	Heterarthrus	Animalia	Hymenoptera	Arthropoda	Heterarthrus imbrosensis	NA
Lobrathium candicum	Coleoptera	6	7	2862.07144833358	2855.21939235629	1009.28816592275	227.741980949554	32.0365626957625	9.26146545391661	0.623045591617042	TRUE	FALSE	FALSE	PT	VU	TRUE	10048846	10048846	Insecta	Staphylinidae	Lobrathium	Animalia	Coleoptera	Arthropoda	Lobrathium candicum	NA
Messor creticus	Hymenoptera	4	6	450.762337764508	450.762337764507	164.557850770091	38.3196316410978	32.0205604427203	28.0409943221868	6.15395014243608	TRUE	TRUE	FALSE	LT	EN	TRUE	10473199	10473199	Insecta	Formicidae	Messor	Animalia	Hymenoptera	Arthropoda	Messor creticus	NA
Myrmecopora plana	Coleoptera	3	5	38.020065736137	38.0200657361527	35.7079705669022	0.715124771697843	20.0751391911231	18.8666195398444	4.23378868990643	TRUE	TRUE	FALSE	LT	EN	TRUE	4442364	4442364	Insecta	Staphylinidae	Myrmecopora	Animalia	Coleoptera	Arthropoda	Myrmecopora plana	NA
Odocnemis cretensis	Coleoptera	16	32	6506.31533965092	4081.78020956016	1435.15894175713	323.763695296725	108.040873230676	91.4680364147832	23.9213535211917	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	8976681	8976681	Insecta	Tenebrionidae	Odocnemis	Animalia	Coleoptera	Arthropoda	NA	NA
Pareulype lasithiotica	Lepidoptera	3	3	577.008084198338	577.008084198351	289.238591319933	52.9979814555407	12.0501946781347	12.0501946781347	0	TRUE	TRUE	FALSE	LT	EN	TRUE	1975350	1975350	Insecta	Geometridae	Pareulype	Animalia	Lepidoptera	Arthropoda	Pareulype lasithiotica	NA
Pristiphora cretica	Hymenoptera	5	9	413.410935192061	413.410935192061	179.173183904926	35.9923232721149	23.9975740999231	16.5332353311504	2.90815027508869	TRUE	TRUE	FALSE	LT	EN	TRUE	8452078	8452078	Insecta	Tenthredinidae	Pristiphora	Animalia	Hymenoptera	Arthropoda	Pristiphora cretica	NA
Purpuricenus schurmanni	Coleoptera	7	14	1485.82663153452	1485.82663153455	537.12056779123	93.0640150944294	48.1719755312519	37.7818028921685	2.11435682393411	TRUE	FALSE	FALSE	PT	VU	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stenichnus brachati	Coleoptera	14	23	2790.93419392838	2611.60132682098	1079.70160474325	166.547810092009	80.0068647460346	56.4176240021912	5.3635100669575	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	11216333	11216333	Insecta	Staphylinidae	Stenichnus	Animalia	Coleoptera	Arthropoda	Stenichnus brachati	NA
Tapinopterus stepaneki leucaorensis	Coleoptera	2	2	NA	NA	NA	NA	8.02403091304019	8.02403091303926	3.4696212417628	TRUE	TRUE	FALSE	LT	EN	TRUE	4472328	4472328	Insecta	Carabidae	Tapinopterus	Animalia	Coleoptera	Arthropoda	Tapinopterus stepaneki	Tapinopterus stepaneki leukaorensis
Tectusa callicera	Coleoptera	2	3	0.370784126674151	0.370784126674151	0.370784126674151	0.0218795510190728	12.0402934118064	12.0402934118056	3.13504265292443	TRUE	TRUE	FALSE	LT	EN	TRUE	10643910	10643910	Insecta	Staphylinidae	Tectusa	Animalia	Coleoptera	Arthropoda	Tectusa callicera	NA
Temnothorax daidalosi	Hymenoptera	11	14	3242.00938798326	2885.31125815506	1019.18440594905	189.726705170649	60.2183334860509	18.796886453782	7.96428030527421	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	8314083	8314083	Insecta	Formicidae	Temnothorax	Animalia	Hymenoptera	Arthropoda	NA	NA
Temnothorax minotaurosi	Hymenoptera	2	2	NA	NA	NA	NA	8.03181045627766	6.41180403731394	3.83101698529868	TRUE	TRUE	FALSE	LT	EN	TRUE	8314083	8314083	Insecta	Formicidae	Temnothorax	Animalia	Hymenoptera	Arthropoda	NA	NA
Zabrus oertzeni leukaorensis	Coleoptera	7	31	215.479896403656	215.479896403656	207.536239551566	0.447593169794856	80.2604640395714	71.3071093831009	0.868038413425453	TRUE	FALSE	FALSE	PT	VU	TRUE	9058186	9058186	Insecta	Carabidae	Zabrus	Animalia	Coleoptera	Arthropoda	Zabrus oertzeni	Zabrus oertzeni leukaorensis
Amauronyx chanianus	Coleoptera	1	1	NA	NA	NA	NA	4.01173612606167	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	11221040	11221040	Insecta	Staphylinidae	Amauronyx	Animalia	Coleoptera	Arthropoda	Amauronyx chanianus	NA
Amauronyx paganettii	Coleoptera	1	1	NA	NA	NA	NA	4.00908013817391	0.350358697291525	0	TRUE	TRUE	TRUE	LT	CR	TRUE	4441280	4441280	Insecta	Staphylinidae	Amauronyx	Animalia	Coleoptera	Arthropoda	Amauronyx paganettii	NA
Batrisodes paganettii	Coleoptera	6	7	2386.1838768527	2263.54761265062	896.493898389862	154.088614862839	24.001943256301	3.99508427075666	3.29923144135415	TRUE	FALSE	FALSE	PT	VU	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bembidion subcostatum creticum	Coleoptera	6	8	2152.57427138632	2039.41621966648	677.622626905502	135.323118561668	31.9642670598926	5.38838581189077	0.468278804102795	TRUE	FALSE	FALSE	PT	VU	TRUE	9129427	9129427	Insecta	Carabidae	Bembidion	Animalia	Coleoptera	Arthropoda	Bembidion subcostatum	Bembidion subcostatum creticum
Cephennium meybohmi	Coleoptera	1	1	NA	NA	NA	NA	4.00916831123362	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	11176474	11176474	Insecta	Staphylinidae	Cephennium	Animalia	Coleoptera	Arthropoda	Cephennium meybohmi	NA
Cretotyphlus chanianus	Coleoptera	1	1	NA	NA	NA	NA	4.009302478104	0.0360417015711639	0	TRUE	TRUE	TRUE	LT	CR	TRUE	11220745	11220745	Insecta	Staphylinidae	Cretotyphlus	Animalia	Coleoptera	Arthropoda	Cretotyphlus chanianus	NA
Geostiba albimontis	Coleoptera	3	6	79.7637282035845	79.7637282035845	73.6989935037896	0.317613219672609	32.1199385572326	15.2132754928757	0	TRUE	TRUE	FALSE	LT	EN	TRUE	10406496	10406496	Insecta	Staphylinidae	Geostiba	Animalia	Coleoptera	Arthropoda	Geostiba albimontis	NA
Quedius sigwalti	Coleoptera	9	12	2953.72647082604	2714.99105490655	912.891887056093	167.541800854285	52.1860402897584	16.9038087526534	2.8461736160022	TRUE	FALSE	FALSE	PT	VU	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Scydmoraphes fuelscheri	Coleoptera	5	9	1446.6825402588	1370.43182743051	541.998849117403	50.9354874223317	44.1355963482071	5.63288518457112	0.0688482989079611	TRUE	TRUE	FALSE	LT	EN	TRUE	10313218	10313218	Insecta	Staphylinidae	Scydmoraphes	Animalia	Coleoptera	Arthropoda	Scydmoraphes fuelscheri	NA
Stenichnus hummleri	Coleoptera	1	4	8.05773973455922	8.05773973455922	0.327669798593825	0	16.0350103052715	0.313197064743549	0	TRUE	TRUE	TRUE	LT	CR	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tychus chanianus	Coleoptera	1	2	NA	NA	NA	NA	4.01072878124013	0.00654437458531748	0	TRUE	TRUE	TRUE	LT	CR	TRUE	11179656	11179656	Insecta	Staphylinidae	Tychus	Animalia	Coleoptera	Arthropoda	Tychus chanianus	NA
Typhlocyptus creticus	Coleoptera	3	5	431.926833764463	431.926833764463	198.541851976403	33.6812487123447	12.0025147137181	0.218114338720081	0	TRUE	TRUE	FALSE	LT	EN	TRUE	11126449	11126449	Insecta	Staphylinidae	Typhlocyptus	Animalia	Coleoptera	Arthropoda	Typhlocyptus creticus	NA
Zelotes creticus	Araneae	17	30	1658.65383132215	1606.25042056458	861.356819675114	140.317572853556	100.426953436014	41.445908409931	8.76954582053694	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	2132549	2132549	Arachnida	Gnaphosidae	Zelotes	Animalia	Araneae	Arthropoda	Zelotes creticus	NA
Erodius orientalis boyeri	Coleoptera	2	2	NA	NA	NA	NA	8.00536311837374	0.896284185534418	0	TRUE	TRUE	FALSE	LT	EN	TRUE	8982145	8982145	Insecta	Tenebrionidae	Erodius	Animalia	Coleoptera	Arthropoda	Erodius orientalis	Erodius orientalis boyeri
