user_supplied_name	submitted_name	matched_name	data_source_title	score
Tychus reitterianus	Tychus reitterianus	Tychus reitterianus	uBio NameBank	0.988
Tychus reitterianus	Tychus reitterianus	Tychus reitterianus	Open Tree of Life Reference Taxonomy	0.988
Tychus reitterianus	Tychus reitterianus	Tychus reitterianus Löbl, 1998	Catalogue of Life Checklist	0.988
Tychus reitterianus	Tychus reitterianus	Tychus reitterianus Löbl, 1998	GBIF Backbone Taxonomy	0.988
Tychus reitterianus	Tychus reitterianus	Tychus reitterianus Löbl, 1998	EUNIS	0.988
Tychus reitterianus	Tychus reitterianus	Tychus reitterianus Löbl, 1998	BioLib.cz	0.988
Tychus reitterianus	Tychus reitterianus	Tychus reitterianus Lobl 1998	Index to Organism Names	0.988
Acanthopetalum minotauri	Acanthopetalum minotauri	Acanthopetalum minotauri	Encyclopedia of Life	0.988
Acanthopetalum minotauri	Acanthopetalum minotauri	Acanthopetalum minotauri	Index to Organism Names	0.988
Acanthopetalum minotauri	Acanthopetalum minotauri	Acanthopetalum minotauri	uBio NameBank	0.988
Acanthopetalum minotauri	Acanthopetalum minotauri	Acanthopetalum minotauri	Arctos	0.988
Acanthopetalum minotauri	Acanthopetalum minotauri	Acanthopetalum minotauri	Open Tree of Life Reference Taxonomy	0.988
Acanthopetalum minotauri	Acanthopetalum minotauri	Acanthopetalum minotauri	Myriatrix	0.988
Acanthopetalum minotauri	Acanthopetalum minotauri	Acanthopetalum minotauri (Attems, 1902)	Catalogue of Life Checklist	0.988
Acanthopetalum minotauri	Acanthopetalum minotauri	Acanthopetalum minotauri (Attems, 1902)	World Register of Marine Species	0.988
Acanthopetalum minotauri	Acanthopetalum minotauri	Acanthopetalum minotauri (Attems, 1902)	GBIF Backbone Taxonomy	0.988
Acanthopetalum minotauri	Acanthopetalum minotauri	Acanthopetalum minotauri (Attems, 1902)	EUNIS	0.988
Acanthopetalum minotauri	Acanthopetalum minotauri	Acanthopetalum minotauri (Attems, 1902)	BioLib.cz	0.988
Acanthopetalum minotauri	Acanthopetalum minotauri	Acanthopetalum minotauri (Attems, 1902)	nlbif	0.988
Acanthopetalum minotauri	Acanthopetalum minotauri	Acanthopetalum minotauri (Attems, 1902)	uBio NameBank	0.988
Acanthopetalum minotauri	Acanthopetalum minotauri	Acanthopetalum minotauri Attems 1902	PLAZI treatments	0.988
Acmaeodera flavolineata piloselloides	Acmaeodera flavolineata piloselloides	Acmaeodera flavolineata piloselloides	Wikispecies	0.999
Acmaeodera flavolineata piloselloides	Acmaeodera flavolineata piloselloides	Acmaeodera flavolineata piloselloides	Encyclopedia of Life	0.999
Acmaeodera flavolineata piloselloides	Acmaeodera flavolineata piloselloides	Acmaeodera flavolineata piloselloides	uBio NameBank	0.999
Acmaeodera flavolineata piloselloides	Acmaeodera flavolineata piloselloides	Acmaeodera flavolineata piloselloides Volkovitsh, 1983	Catalogue of Life Checklist	0.999
Acmaeodera flavolineata piloselloides	Acmaeodera flavolineata piloselloides	Acmaeodera flavolineata piloselloides Volkovitsh, 1983	GBIF Backbone Taxonomy	0.999
Acmaeodera flavolineata piloselloides	Acmaeodera flavolineata piloselloides	Acmaeodera flavolineata piloselloides Volkovitsh, 1983	EUNIS	0.999
Acmaeodera flavolineata piloselloides	Acmaeodera flavolineata piloselloides	Acmaeodera flavolineata piloselloides Volkovitsh, 1983	BioLib.cz	0.999
Acmaeodera flavolineata piloselloides	Acmaeodera flavolineata piloselloides	Acmaeodera (Acmaeodera) flavolineata piloselloides Volkovitsh 1983	Index to Organism Names	0.999
Acmaeodera flavolineata piloselloides	Acmaeodera flavolineata piloselloides	Acmaeodera (Acmaeodera) flavolineata piloselloides	uBio NameBank	0.999
Acmaeodera saxicola minoa	Acmaeodera saxicola minoa	Acmaeodera saxicola minoa	Wikispecies	0.999
Acmaeodera saxicola minoa	Acmaeodera saxicola minoa	Acmaeodera saxicola minoa	Encyclopedia of Life	0.999
Acmaeodera saxicola minoa	Acmaeodera saxicola minoa	Acmaeodera saxicola minoa Obenberger, 1940	Catalogue of Life Checklist	0.999
Acmaeodera saxicola minoa	Acmaeodera saxicola minoa	Acmaeodera saxicola minoa Obenberger, 1940	GBIF Backbone Taxonomy	0.999
Acmaeodera saxicola minoa	Acmaeodera saxicola minoa	Acmaeodera saxicola minoa Obenberger, 1940	EUNIS	0.999
Acmaeodera saxicola minoa	Acmaeodera saxicola minoa	Acmaeodera saxicola minoa Obenberger, 1940	BioLib.cz	0.999
Anthaxia schoenmanni	Anthaxia schoenmanni	Anthaxia schoenmanni	Encyclopedia of Life	0.988
Anthaxia schoenmanni	Anthaxia schoenmanni	Anthaxia schoenmanni	uBio NameBank	0.988
Anthaxia schoenmanni	Anthaxia schoenmanni	Anthaxia schoenmanni	Open Tree of Life Reference Taxonomy	0.988
Anthaxia schoenmanni	Anthaxia schoenmanni	Anthaxia schoenmanni Novak, 1984	Catalogue of Life Checklist	0.988
Anthaxia schoenmanni	Anthaxia schoenmanni	Anthaxia schoenmanni Novak, 1984	GBIF Backbone Taxonomy	0.988
Anthaxia schoenmanni	Anthaxia schoenmanni	Anthaxia schoenmanni Novak, 1984	EUNIS	0.988
Anthaxia schoenmanni	Anthaxia schoenmanni	Anthaxia schoenmanni Novak, 1984	BioLib.cz	0.988
Anthaxia schoenmanni	Anthaxia schoenmanni	Anthaxia schoenmanni Novak 1984	Index to Organism Names	0.988
Anthaxia schoenmanni	Anthaxia schoenmanni	Anthaxia (Anthaxia) schoenmanni Novak 1984	Index to Organism Names	0.988
Anthaxia schoenmanni	Anthaxia schoenmanni	Anthaxia schoenmanni Novak 1984	uBio NameBank	0.988
Anthaxia schoenmanni	Anthaxia schoenmanni	Anthaxia (Anthaxia) schoenmanni	uBio NameBank	0.988
Dailognatha quadricollis plicata	Dailognatha quadricollis plicata	Dailognatha quadricollis plicata	Encyclopedia of Life	0.999
Dailognatha quadricollis plicata	Dailognatha quadricollis plicata	Dailognatha quadricollis plicata Koch, 1948	GBIF Backbone Taxonomy	0.999
Dailognatha quadricollis plicata	Dailognatha quadricollis plicata	Dailognatha quadricollis plicata Koch, 1948	EUNIS	0.999
Dailognatha quadricollis plicata	Dailognatha quadricollis plicata	Dailognatha quadricollis plicata Koch, 1948	BioLib.cz	0.999
Dendarus falassarnensis	Dendarus falassarnensis	Dendarus falassarnensis	Encyclopedia of Life	0.988
Dendarus falassarnensis	Dendarus falassarnensis	Dendarus falassarnensis	uBio NameBank	0.988
Dendarus falassarnensis	Dendarus falassarnensis	Dendarus falassarnensis Chatzimanolis, Engel & Trichas, 2002	GBIF Backbone Taxonomy	0.988
Dendarus falassarnensis	Dendarus falassarnensis	Dendarus falassarnensis Chatzimanolis, Engel & Trichas, 2002	EUNIS	0.988
Dendarus falassarnensis	Dendarus falassarnensis	Dendarus falassarnensis Chatzimanolis, Engel & Trichas, 2002	BioLib.cz	0.988
Dendarus falassarnensis	Dendarus falassarnensis	Dendarus falassarnensis Chatzimanolis, Engel & Trichas 2002	Index to Organism Names	0.988
Harpactea cressa	Harpactea cressa	Harpactea cressa	Wikispecies	0.988
Harpactea cressa	Harpactea cressa	Harpactea cressa	Encyclopedia of Life	0.988
Harpactea cressa	Harpactea cressa	Harpactea cressa	uBio NameBank	0.988
Harpactea cressa	Harpactea cressa	Harpactea cressa	Arctos	0.988
Harpactea cressa	Harpactea cressa	Harpactea cressa	Open Tree of Life Reference Taxonomy	0.988
Harpactea cressa	Harpactea cressa	Harpactea cressa Brignoli, 1984	Catalogue of Life Checklist	0.988
Harpactea cressa	Harpactea cressa	Harpactea cressa Brignoli, 1984	Integrated Taxonomic Information SystemITIS	0.988
Harpactea cressa	Harpactea cressa	Harpactea cressa Brignoli, 1984	The Interim Register of Marine and Nonmarine Genera	0.988
Harpactea cressa	Harpactea cressa	Harpactea cressa Brignoli, 1984	GBIF Backbone Taxonomy	0.988
Harpactea cressa	Harpactea cressa	Harpactea cressa Brignoli, 1984	EUNIS	0.988
Harpactea cressa	Harpactea cressa	Harpactea cressa Brignoli, 1984	BioLib.cz	0.988
Harpactea cressa	Harpactea cressa	Harpactea cressa Brignoli, 1984	nlbif	0.988
Harpactea cressa	Harpactea cressa	Harpactea cressa Brignoli 1984	Index to Organism Names	0.988
Harpactea cressa	Harpactea cressa	Harpactea cressa Brignoli, 1984	uBio NameBank	0.988
Harpactea cressa	Harpactea cressa	Harpactea cressa Brignoli 1984	PLAZI treatments	0.988
Heliophanus creticus	Heliophanus creticus	Heliophanus creticus	Encyclopedia of Life	0.988
Heliophanus creticus	Heliophanus creticus	Heliophanus creticus	uBio NameBank	0.988
Heliophanus creticus	Heliophanus creticus	Heliophanus creticus	Arctos	0.988
Heliophanus creticus	Heliophanus creticus	Heliophanus creticus	Open Tree of Life Reference Taxonomy	0.988
Heliophanus creticus	Heliophanus creticus	Heliophanus creticus Giltay, 1932	Catalogue of Life Checklist	0.988
Heliophanus creticus	Heliophanus creticus	Heliophanus creticus Giltay, 1932	Integrated Taxonomic Information SystemITIS	0.988
Heliophanus creticus	Heliophanus creticus	Heliophanus creticus Giltay, 1932	The Interim Register of Marine and Nonmarine Genera	0.988
Heliophanus creticus	Heliophanus creticus	Heliophanus creticus Giltay, 1932	GBIF Backbone Taxonomy	0.988
Heliophanus creticus	Heliophanus creticus	Heliophanus creticus Giltay, 1932	EUNIS	0.988
Heliophanus creticus	Heliophanus creticus	Heliophanus creticus Giltay, 1932	BioLib.cz	0.988
Heliophanus creticus	Heliophanus creticus	Heliophanus creticus Giltay, 1932	nlbif	0.988
Heliophanus creticus	Heliophanus creticus	Heliophanus creticus Giltay 1932	Index to Organism Names	0.988
Heliophanus creticus	Heliophanus creticus	Heliophanus creticus Giltay, 1932	uBio NameBank	0.988
Heliophanus creticus	Heliophanus creticus	Heliophanus creticus Giltay, 1933	uBio NameBank	0.988
Heliophanus creticus	Heliophanus creticus	Heliophanus creticus Wesolowska, 1986	uBio NameBank	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum	Wikispecies	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum	Encyclopedia of Life	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum	AntWeb	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum	Index to Organism Names	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum	uBio NameBank	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum	Arctos	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum	Open Tree of Life Reference Taxonomy	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum Emery, 1915	Catalogue of Life Checklist	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum (Emery, 1908)	Catalogue of Life Checklist	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum Emery, 1915	Integrated Taxonomic Information SystemITIS	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum (Emery, 1908)	Integrated Taxonomic Information SystemITIS	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum Emery, 1915	The Interim Register of Marine and Nonmarine Genera	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum (Emery, 1908)	The Interim Register of Marine and Nonmarine Genera	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum Emery, 1915	GBIF Backbone Taxonomy	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum (Emery, 1908)	GBIF Backbone Taxonomy	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum (Emery, 1908)	EUNIS	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum Emery, 1895	EUNIS	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum (Emery, 1908)	BioLib.cz	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum Emery, 1915	nlbif	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum (Emery, 1908)	nlbif	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum E.	Index to Organism Names	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum (Emery 1908)	Index to Organism Names	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum Emery, 1915	uBio NameBank	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum (Emery, 1908)	uBio NameBank	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum Emery	uBio NameBank	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum (Emery)	uBio NameBank	0.988
Monomorium creticum	Monomorium creticum	Monomorium creticum Em.	PLAZI treatments	0.988
Poecilimon cretensis	Poecilimon cretensis	Poecilimon cretensis	National Center for Biotechnology Information	0.988
Poecilimon cretensis	Poecilimon cretensis	Poecilimon cretensis	Encyclopedia of Life	0.988
Poecilimon cretensis	Poecilimon cretensis	Poecilimon cretensis	uBio NameBank	0.988
Poecilimon cretensis	Poecilimon cretensis	Poecilimon cretensis	Arctos	0.988
Poecilimon cretensis	Poecilimon cretensis	Poecilimon cretensis	Open Tree of Life Reference Taxonomy	0.988
Poecilimon cretensis	Poecilimon cretensis	Poecilimon cretensis Werner, 1903	The Interim Register of Marine and Nonmarine Genera	0.988
Poecilimon cretensis	Poecilimon cretensis	Poecilimon cretensis Ramme, 1927	The Interim Register of Marine and Nonmarine Genera	0.988
Poecilimon cretensis	Poecilimon cretensis	Poecilimon cretensis Werner, 1903	GBIF Backbone Taxonomy	0.988
Poecilimon cretensis	Poecilimon cretensis	Poecilimon cretensis Werner, 1903	EUNIS	0.988
Poecilimon cretensis	Poecilimon cretensis	Poecilimon cretensis Werner, 1903	Orthoptera Species File	0.988
Poecilimon cretensis	Poecilimon cretensis	Poecilimon cretensis Werner, 1903	BioLib.cz	0.988
Poecilimon cretensis	Poecilimon cretensis	Poecilimon cretensis Werner, F., 1903	nlbif	0.988
Poecilimon cretensis	Poecilimon cretensis	Poecilimon cretensis Wern.	Index to Organism Names	0.988
Poecilimon cretensis	Poecilimon cretensis	Poecilimon cretensis Werner	Index to Organism Names	0.988
Poecilimon cretensis	Poecilimon cretensis	Poecilimon cretensis Werner, 1903	uBio NameBank	0.988
Poecilimon cretensis	Poecilimon cretensis	Poecilimon cretensis Ramme, 1927	uBio NameBank	0.988
Poecilimon cretensis	Poecilimon cretensis	Poecilimon cretensis Werner, F. 1903	uBio NameBank	0.988
Poecilimon cretensis	Poecilimon cretensis	Poecilimon cretensis Werner 1903	PLAZI treatments	0.988
Zelotes chaniaensis	Zelotes chaniaensis	Zelotes chaniaensis	Encyclopedia of Life	0.988
Zelotes chaniaensis	Zelotes chaniaensis	Zelotes chaniaensis	Open Tree of Life Reference Taxonomy	0.988
Zelotes chaniaensis	Zelotes chaniaensis	Zelotes chaniaensis Senglet, 2011	Catalogue of Life Checklist	0.988
Zelotes chaniaensis	Zelotes chaniaensis	Zelotes chaniaensis Senglet, 2011	Integrated Taxonomic Information SystemITIS	0.988
Zelotes chaniaensis	Zelotes chaniaensis	Zelotes chaniaensis Senglet, 2011	GBIF Backbone Taxonomy	0.988
Zelotes chaniaensis	Zelotes chaniaensis	Zelotes chaniaensis Senglet 2011	Index to Organism Names	0.988
Zelotes chaniaensis	Zelotes chaniaensis	Zelotes chaniaensis Senglet & Ch- 2011	PLAZI treatments	0.988
Dendarus grampusanus	Dendarus grampusanus	Dendarus grampusanus	Encyclopedia of Life	0.988
Dendarus grampusanus	Dendarus grampusanus	Dendarus grampusanus	uBio NameBank	0.988
Dendarus grampusanus	Dendarus grampusanus	Dendarus grampusanus Koch, 1948	GBIF Backbone Taxonomy	0.988
Dendarus grampusanus	Dendarus grampusanus	Dendarus grampusanus Koch, 1948	EUNIS	0.988
Dendarus grampusanus	Dendarus grampusanus	Dendarus grampusanus Koch, 1948	BioLib.cz	0.988
Dendarus grampusanus	Dendarus grampusanus	Dendarus grampusanus Koch 1948	Index to Organism Names	0.988
Dendarus grampusanus	Dendarus grampusanus	Dendarus grampusanus Koch 1948	uBio NameBank	0.988
Rhodostrophia cretacaria	Rhodostrophia cretacaria	Rhodostrophia cretacaria	National Center for Biotechnology Information	0.988
Rhodostrophia cretacaria	Rhodostrophia cretacaria	Rhodostrophia cretacaria	Encyclopedia of Life	0.988
Rhodostrophia cretacaria	Rhodostrophia cretacaria	Rhodostrophia cretacaria	uBio NameBank	0.988
Rhodostrophia cretacaria	Rhodostrophia cretacaria	Rhodostrophia cretacaria	Arctos	0.988
Rhodostrophia cretacaria	Rhodostrophia cretacaria	Rhodostrophia cretacaria	Open Tree of Life Reference Taxonomy	0.988
Rhodostrophia cretacaria	Rhodostrophia cretacaria	Rhodostrophia cretacaria Rebel, 1916	Catalogue of Life Checklist	0.988
Rhodostrophia cretacaria	Rhodostrophia cretacaria	Rhodostrophia cretacaria Rebel, 1916	The Interim Register of Marine and Nonmarine Genera	0.988
Rhodostrophia cretacaria	Rhodostrophia cretacaria	Rhodostrophia cretacaria Rebel, 1916	GBIF Backbone Taxonomy	0.988
Rhodostrophia cretacaria	Rhodostrophia cretacaria	Rhodostrophia cretacaria Rebel, 1916	EUNIS	0.988
Rhodostrophia cretacaria	Rhodostrophia cretacaria	Rhodostrophia cretacaria REBEL, 1916	BioLib.cz	0.988
Rhodostrophia cretacaria	Rhodostrophia cretacaria	Rhodostrophia cretacaria Rebel 1916	nlbif	0.988
Rhodostrophia cretacaria	Rhodostrophia cretacaria	Rhodostrophia cretacaria Rebel 1916	uBio NameBank	0.988
Zelotes minous	Zelotes minous	Zelotes minous	Wikispecies	0.988
Zelotes minous	Zelotes minous	Zelotes minous	Encyclopedia of Life	0.988
Zelotes minous	Zelotes minous	Zelotes minous	uBio NameBank	0.988
Zelotes minous	Zelotes minous	Zelotes minous	Arctos	0.988
Zelotes minous	Zelotes minous	Zelotes minous	Open Tree of Life Reference Taxonomy	0.988
Zelotes minous	Zelotes minous	Zelotes minous Chatzaki, 2003	Catalogue of Life Checklist	0.988
Zelotes minous	Zelotes minous	Zelotes minous Chatzaki, 2003	Integrated Taxonomic Information SystemITIS	0.988
Zelotes minous	Zelotes minous	Zelotes minous Chatzaki, 2003	The Interim Register of Marine and Nonmarine Genera	0.988
Zelotes minous	Zelotes minous	Zelotes minous Chatzaki, 2003	GBIF Backbone Taxonomy	0.988
Zelotes minous	Zelotes minous	Zelotes minous Chatzaki, 2003	EUNIS	0.988
Zelotes minous	Zelotes minous	Zelotes minous Chatzaki, 2003	BioLib.cz	0.988
Zelotes minous	Zelotes minous	Zelotes minous Chatzaki, 2003	nlbif	0.988
Zelotes minous	Zelotes minous	Zelotes minous Chatzaki 2003	Index to Organism Names	0.988
Zelotes minous	Zelotes minous	Zelotes minous Chatzaki, 2003	uBio NameBank	0.988
Zelotes minous	Zelotes minous	Zelotes minous Chatzaki 2003	PLAZI treatments	0.988
Pholcus creticus	Pholcus creticus	Pholcus creticus	National Center for Biotechnology Information	0.988
Pholcus creticus	Pholcus creticus	Pholcus creticus	Encyclopedia of Life	0.988
Pholcus creticus	Pholcus creticus	Pholcus creticus	uBio NameBank	0.988
Pholcus creticus	Pholcus creticus	Pholcus creticus	Arctos	0.988
Pholcus creticus	Pholcus creticus	Pholcus creticus	Open Tree of Life Reference Taxonomy	0.988
Pholcus creticus	Pholcus creticus	Pholcus creticus Senglet, 1971	Catalogue of Life Checklist	0.988
Pholcus creticus	Pholcus creticus	Pholcus creticus Senglet, 1971	Integrated Taxonomic Information SystemITIS	0.988
Pholcus creticus	Pholcus creticus	Pholcus creticus Senglet, 1971	The Interim Register of Marine and Nonmarine Genera	0.988
Pholcus creticus	Pholcus creticus	Pholcus creticus Senglet, 1971	GBIF Backbone Taxonomy	0.988
Pholcus creticus	Pholcus creticus	Pholcus creticus Senglet, 1971	EUNIS	0.988
Pholcus creticus	Pholcus creticus	Pholcus creticus Senglet, 1971	BioLib.cz	0.988
Pholcus creticus	Pholcus creticus	Pholcus creticus Senglet, 1971	nlbif	0.988
Pholcus creticus	Pholcus creticus	Pholcus creticus Senglet 1971	Index to Organism Names	0.988
Pholcus creticus	Pholcus creticus	Pholcus creticus Senglet, 1971	uBio NameBank	0.988
Pholcus creticus	Pholcus creticus	Pholcus creticus Senglet, 2001	uBio NameBank	0.988
Stenopterus creticus	Stenopterus creticus	Stenopterus creticus	Encyclopedia of Life	0.988
Stenopterus creticus	Stenopterus creticus	Stenopterus creticus	uBio NameBank	0.988
Stenopterus creticus	Stenopterus creticus	Stenopterus creticus	Arctos	0.988
Stenopterus creticus	Stenopterus creticus	Stenopterus creticus	Open Tree of Life Reference Taxonomy	0.988
