gbif	kingdom	phylum	genus	species	class	order	family
5051769	Animalia	Arthropoda	Anax	Anax concolor	Insecta	Odonata	Aeshnidae
5051770	Animalia	Arthropoda	Anax	Anax maclachlani	Insecta	Odonata	Aeshnidae
5051771	Animalia	Arthropoda	Anax	Anax walsinghami	Insecta	Odonata	Aeshnidae
5051775	Animalia	Arthropoda	Anax	Anax imperator	Insecta	Odonata	Aeshnidae
5051781	Animalia	Arthropoda	Anax	Anax speratus	Insecta	Odonata	Aeshnidae
5051782	Animalia	Arthropoda	Anax	Anax speratus	Insecta	Odonata	Aeshnidae
5051783	Animalia	Arthropoda	Anax	Anax bangweuluensis	Insecta	Odonata	Aeshnidae
5051800	Animalia	Arthropoda	Paragomphus	Paragomphus reinwardtii	Insecta	Odonata	Gomphidae
5051803	Animalia	Arthropoda	Paragomphus	Paragomphus genei	Insecta	Odonata	Gomphidae
5051809	Animalia	Arthropoda	Paragomphus	Paragomphus alluaudi	Insecta	Odonata	Gomphidae
5051811	Animalia	Arthropoda	Paragomphus	Paragomphus sinaiticus	Insecta	Odonata	Gomphidae
5051816	Animalia	Arthropoda	Paragomphus	Paragomphus magnus	Insecta	Odonata	Gomphidae
5051819	Animalia	Arthropoda	Paragomphus	Paragomphus kiautai	Insecta	Odonata	Gomphidae
5051820	Animalia	Arthropoda	Paragomphus	Paragomphus elpidius	Insecta	Odonata	Gomphidae
5051821	Animalia	Arthropoda	Paragomphus	Paragomphus tournieri	Insecta	Odonata	Gomphidae
5051823	Animalia	Arthropoda	Paragomphus	Paragomphus fritillarius	Insecta	Odonata	Gomphidae
5051825	Animalia	Arthropoda	Paragomphus	Paragomphus crenigomphoides	Insecta	Odonata	Gomphidae
5051826	Animalia	Arthropoda	Paragomphus	Paragomphus henryi	Insecta	Odonata	Gomphidae
5051828	Animalia	Arthropoda	Paragomphus	Paragomphus viridior	Insecta	Odonata	Gomphidae
5051832	Animalia	Arthropoda	Paragomphus	Paragomphus cognatus	Insecta	Odonata	Gomphidae
5051839	Animalia	Arthropoda	Paragomphus	Paragomphus flavohamatus	Insecta	Odonata	Gomphidae
5051843	Animalia	Arthropoda	Paragomphus	Paragomphus aquila	Insecta	Odonata	Gomphidae
5051846	Animalia	Arthropoda	Paragomphus	Paragomphus balneorum	Insecta	Odonata	Gomphidae
5051847	Animalia	Arthropoda	Paragomphus	Paragomphus machadoi	Insecta	Odonata	Gomphidae
5051862	Animalia	Arthropoda	Eogomphus	Eogomphus neglectus	Insecta	Odonata	Gomphidae
5051863	Animalia	Arthropoda	Octogomphus	Octogomphus specularis	Insecta	Odonata	Gomphidae
5051867	Animalia	Arthropoda	Gastrogomphus	Gastrogomphus abdominalis	Insecta	Odonata	Gomphidae
5051869	Animalia	Arthropoda	Stylurus	Stylurus intricatus	Insecta	Odonata	Gomphidae
5051870	Animalia	Arthropoda	Stylurus	Stylurus laurae	Insecta	Odonata	Gomphidae
5051872	Animalia	Arthropoda	Stylurus	Stylurus erectocornis	Insecta	Odonata	Gomphidae
5051874	Animalia	Arthropoda	Stylurus	Stylurus placidus	Insecta	Odonata	Gomphidae
5051876	Animalia	Arthropoda	Stylurus	Stylurus olivaceus	Insecta	Odonata	Gomphidae
5051878	Animalia	Arthropoda	Stylurus	Stylurus gaudens	Insecta	Odonata	Gomphidae
5051883	Animalia	Arthropoda	Stylurus	Stylurus notatus	Insecta	Odonata	Gomphidae
5051889	Animalia	Arthropoda	Stylurus	Stylurus potulentus	Insecta	Odonata	Gomphidae
5051890	Animalia	Arthropoda	Stylurus	Stylurus amnicola	Insecta	Odonata	Gomphidae
5051893	Animalia	Arthropoda	Stylurus	Stylurus townesi	Insecta	Odonata	Gomphidae
5051894	Animalia	Arthropoda	Stylurus	Stylurus ivae	Insecta	Odonata	Gomphidae
5051895	Animalia	Arthropoda	Stylurus	Stylurus nobilis	Insecta	Odonata	Gomphidae
5051897	Animalia	Arthropoda	Stylurus	Stylurus occultus	Insecta	Odonata	Gomphidae
5051898	Animalia	Arthropoda	Stylurus	Stylurus plagiatus	Insecta	Odonata	Gomphidae
5051900	Animalia	Arthropoda	Stylurus	Stylurus scudderi	Insecta	Odonata	Gomphidae
5051908	Animalia	Arthropoda	Stylurus	Stylurus spiniceps	Insecta	Odonata	Gomphidae
5051955	Animalia	Arthropoda	Gomphus	Gomphus simillimus	Insecta	Odonata	Gomphidae
5051988	Animalia	Arthropoda	Sinogomphus	Sinogomphus peleus	Insecta	Odonata	Gomphidae
5051990	Animalia	Arthropoda	Sinogomphus	Sinogomphus asahinai	Insecta	Odonata	Gomphidae
5051993	Animalia	Arthropoda	Sinogomphus	Sinogomphus pylades	Insecta	Odonata	Gomphidae
5051996	Animalia	Arthropoda	Sinogomphus	Sinogomphus leptocercus	Insecta	Odonata	Gomphidae
5051997	Animalia	Arthropoda	Sinogomphus	Sinogomphus orestes	Insecta	Odonata	Gomphidae
5052005	Animalia	Arthropoda	Calopteryx	Calopteryx maculata	Insecta	Odonata	Calopterygidae
5052013	Animalia	Arthropoda	Calopteryx	Calopteryx angustipennis	Insecta	Odonata	Calopterygidae
5052018	Animalia	Arthropoda	Calopteryx	Calopteryx exul	Insecta	Odonata	Calopterygidae
5052021	Animalia	Arthropoda	Calopteryx	Calopteryx aequabilis	Insecta	Odonata	Calopterygidae
5052026	Animalia	Arthropoda	Calopteryx	Calopteryx amata	Insecta	Odonata	Calopterygidae
5052044	Animalia	Arthropoda	Calopteryx	Calopteryx dimidiata	Insecta	Odonata	Calopterygidae
5052052	Animalia	Arthropoda	Calopteryx	Calopteryx samarcandica	Insecta	Odonata	Calopterygidae
5052075	Animalia	Arthropoda	Phaon	Phaon camerunensis	Insecta	Odonata	Calopterygidae
5052076	Animalia	Arthropoda	Phaon	Phaon iridipennis	Insecta	Odonata	Calopterygidae
5052080	Animalia	Arthropoda	Sapho	Sapho bicolor	Insecta	Odonata	Calopterygidae
5052082	Animalia	Arthropoda	Sapho	Sapho gloriosa	Insecta	Odonata	Calopterygidae
5052084	Animalia	Arthropoda	Sapho	Sapho puella	Insecta	Odonata	Calopterygidae
5052085	Animalia	Arthropoda	Sapho	Sapho orichalcea	Insecta	Odonata	Calopterygidae
5052087	Animalia	Arthropoda	Sapho	Sapho ciliata	Insecta	Odonata	Calopterygidae
5052126	Animalia	Arthropoda	Anisopleura	Anisopleura yunnanensis	Insecta	Odonata	Euphaeidae
5052128	Animalia	Arthropoda	Anisopleura	Anisopleura vallei	Insecta	Odonata	Euphaeidae
5052130	Animalia	Arthropoda	Anisopleura	Anisopleura subplatystyla	Insecta	Odonata	Euphaeidae
5052131	Animalia	Arthropoda	Anisopleura	Anisopleura lestoides	Insecta	Odonata	Euphaeidae
5052153	Animalia	Arthropoda	Huonia	Huonia moerens	Insecta	Odonata	Libellulidae
5052157	Animalia	Arthropoda	Huonia	Huonia thisbe	Insecta	Odonata	Libellulidae
5052158	Animalia	Arthropoda	Huonia	Huonia oreophila	Insecta	Odonata	Libellulidae
5052159	Animalia	Arthropoda	Huonia	Huonia daphne	Insecta	Odonata	Libellulidae
5052160	Animalia	Arthropoda	Huonia	Huonia hylophila	Insecta	Odonata	Libellulidae
5052162	Animalia	Arthropoda	Huonia	Huonia rheophila	Insecta	Odonata	Libellulidae
5052163	Animalia	Arthropoda	Huonia	Huonia thalassophila	Insecta	Odonata	Libellulidae
5052164	Animalia	Arthropoda	Huonia	Huonia aruana	Insecta	Odonata	Libellulidae
5052165	Animalia	Arthropoda	Huonia	Huonia epinephela	Insecta	Odonata	Libellulidae
5052166	Animalia	Arthropoda	Huonia	Huonia hypsophila	Insecta	Odonata	Libellulidae
5052167	Animalia	Arthropoda	Huonia	Huonia silvicola	Insecta	Odonata	Libellulidae
5052197	Animalia	Arthropoda	Nannophya	Nannophya pygmaea	Insecta	Odonata	Libellulidae
5052201	Animalia	Arthropoda	Nannophya	Nannophya occidentalis	Insecta	Odonata	Libellulidae
5052203	Animalia	Arthropoda	Brachygonia	Brachygonia puella	Insecta	Odonata	Libellulidae
5052204	Animalia	Arthropoda	Brachygonia	Brachygonia ophelia	Insecta	Odonata	Libellulidae
5052214	Animalia	Arthropoda	Microtrigonia	Microtrigonia marsupialis	Insecta	Odonata	Libellulidae
5052215	Animalia	Arthropoda	Microtrigonia	Microtrigonia gomphoides	Insecta	Odonata	Libellulidae
5052224	Animalia	Arthropoda	Urothemis	Urothemis thomasi	Insecta	Odonata	Libellulidae
5052226	Animalia	Arthropoda	Urothemis	Urothemis edwardsii	Insecta	Odonata	Libellulidae
5052230	Animalia	Arthropoda	Urothemis	Urothemis assignata	Insecta	Odonata	Libellulidae
5052237	Animalia	Arthropoda	Urothemis	Urothemis luciana	Insecta	Odonata	Libellulidae
5052241	Animalia	Arthropoda	Williamsonia	Williamsonia fletcheri	Insecta	Odonata	Corduliidae
5052243	Animalia	Arthropoda	Williamsonia	Williamsonia lintneri	Insecta	Odonata	Corduliidae
5052244	Animalia	Arthropoda	Didymops	Didymops transversa	Insecta	Odonata	Corduliidae
5052247	Animalia	Arthropoda	Didymops	Didymops floridensis	Insecta	Odonata	Corduliidae
5097759	Animalia	Arthropoda	Keyacris	Keyacris scurra	Insecta	Orthoptera	Morabidae
5127822	Animalia	Arthropoda	Dira	Dira clytus	Insecta	Lepidoptera	Nymphalidae
5127823	Animalia	Arthropoda	Dira	Dira swanepoeli	Insecta	Lepidoptera	Nymphalidae
5127825	Animalia	Arthropoda	Dira	Dira oxylus	Insecta	Lepidoptera	Nymphalidae
5127827	Animalia	Arthropoda	Dira	Dira jansei	Insecta	Lepidoptera	Nymphalidae
5128696	Animalia	Arthropoda	Charaxes	Charaxes zoolina	Insecta	Lepidoptera	Nymphalidae
5128796	Animalia	Arthropoda	Charaxes	Charaxes bohemani	Insecta	Lepidoptera	Nymphalidae
5128825	Animalia	Arthropoda	Charaxes	Charaxes pelias	Insecta	Lepidoptera	Nymphalidae
5128840	Animalia	Arthropoda	Charaxes	Charaxes viola	Insecta	Lepidoptera	Nymphalidae
5128939	Animalia	Arthropoda	Charaxes	Charaxes xiphares	Insecta	Lepidoptera	Nymphalidae
5129015	Animalia	Arthropoda	Charaxes	Charaxes marieps	Insecta	Lepidoptera	Nymphalidae
5129091	Animalia	Arthropoda	Charaxes	Charaxes candiope	Insecta	Lepidoptera	Nymphalidae
5129152	Animalia	Arthropoda	Charaxes	Charaxes karkloof	Insecta	Lepidoptera	Nymphalidae
5129177	Animalia	Arthropoda	Charaxes	Charaxes ethalion	Insecta	Lepidoptera	Nymphalidae
5129207	Animalia	Arthropoda	Charaxes	Charaxes vansoni	Insecta	Lepidoptera	Nymphalidae
5129451	Animalia	Arthropoda	Polygonia	Polygonia interrogationis	Insecta	Lepidoptera	Nymphalidae
5130514	Animalia	Arthropoda	Junonia	Junonia coenia	Insecta	Lepidoptera	Nymphalidae
5130682	Animalia	Arthropoda	Nymphalis	Nymphalis antiopa	Insecta	Lepidoptera	Nymphalidae
5131442	Animalia	Arthropoda	Neptis	Neptis laeta	Insecta	Lepidoptera	Nymphalidae
5131575	Animalia	Arthropoda	Neptis	Neptis jordani	Insecta	Lepidoptera	Nymphalidae
5132398	Animalia	Arthropoda	Limenitis	Limenitis archippus	Insecta	Lepidoptera	Nymphalidae
5132514	Animalia	Arthropoda	Pseudonympha	Pseudonympha hippia	Insecta	Lepidoptera	Nymphalidae
5132515	Animalia	Arthropoda	Pseudonympha	Pseudonympha trimenii	Insecta	Lepidoptera	Nymphalidae
5132519	Animalia	Arthropoda	Pseudonympha	Pseudonympha paragaika	Insecta	Lepidoptera	Nymphalidae
5132520	Animalia	Arthropoda	Pseudonympha	Pseudonympha poetula	Insecta	Lepidoptera	Nymphalidae
5132522	Animalia	Arthropoda	Pseudonympha	Pseudonympha southeyi	Insecta	Lepidoptera	Nymphalidae
5132524	Animalia	Arthropoda	Pseudonympha	Pseudonympha swanepoeli	Insecta	Lepidoptera	Nymphalidae
5132529	Animalia	Arthropoda	Pseudonympha	Pseudonympha magoides	Insecta	Lepidoptera	Nymphalidae
5132530	Animalia	Arthropoda	Pseudonympha	Pseudonympha magus	Insecta	Lepidoptera	Nymphalidae
5132532	Animalia	Arthropoda	Pseudonympha	Pseudonympha penningtoni	Insecta	Lepidoptera	Nymphalidae
5132536	Animalia	Arthropoda	Pseudonympha	Pseudonympha trimenii	Insecta	Lepidoptera	Nymphalidae
5132538	Animalia	Arthropoda	Pseudonympha	Pseudonympha machacha	Insecta	Lepidoptera	Nymphalidae
5132539	Animalia	Arthropoda	Pseudonympha	Pseudonympha varii	Insecta	Lepidoptera	Nymphalidae
5132540	Animalia	Arthropoda	Pseudonympha	Pseudonympha magus	Insecta	Lepidoptera	Nymphalidae
5132551	Animalia	Arthropoda	Cymothoe	Cymothoe teita	Insecta	Lepidoptera	Nymphalidae
5133088	Animalia	Arthropoda	Danaus	Danaus plexippus	Insecta	Lepidoptera	Nymphalidae
5135683	Animalia	Arthropoda	Acraea	Acraea satis	Insecta	Lepidoptera	Nymphalidae
5135760	Animalia	Arthropoda	Acraea	Acraea natalica	Insecta	Lepidoptera	Nymphalidae
5135772	Animalia	Arthropoda	Acraea	Acraea anemosa	Insecta	Lepidoptera	Nymphalidae
5135883	Animalia	Arthropoda	Acraea	Acraea axina	Insecta	Lepidoptera	Nymphalidae
5135999	Animalia	Arthropoda	Acraea	Acraea trimeni	Insecta	Lepidoptera	Nymphalidae
5136054	Animalia	Arthropoda	Acraea	Acraea machequena	Insecta	Lepidoptera	Nymphalidae
5136098	Animalia	Arthropoda	Acraea	Acraea stenobea	Insecta	Lepidoptera	Nymphalidae
5136113	Animalia	Arthropoda	Acraea	Acraea horta	Insecta	Lepidoptera	Nymphalidae
5136115	Animalia	Arthropoda	Acraea	Acraea zetes	Insecta	Lepidoptera	Nymphalidae
5136128	Animalia	Arthropoda	Acraea	Acraea stenobea	Insecta	Lepidoptera	Nymphalidae
5136235	Animalia	Arthropoda	Acraea	Acraea oncaea	Insecta	Lepidoptera	Nymphalidae
5136262	Animalia	Arthropoda	Acraea	Acraea violarum	Insecta	Lepidoptera	Nymphalidae
5136271	Animalia	Arthropoda	Acraea	Acraea aglaonice	Insecta	Lepidoptera	Nymphalidae
5136316	Animalia	Arthropoda	Acraea	Acraea petraea	Insecta	Lepidoptera	Nymphalidae
5137694	Animalia	Arthropoda	Colias	Colias eurytheme	Insecta	Lepidoptera	Pieridae
5137849	Animalia	Arthropoda	Eurema	Eurema hecabe	Insecta	Lepidoptera	Pieridae
5137973	Animalia	Arthropoda	Mylothris	Mylothris trimenia	Insecta	Lepidoptera	Pieridae
5138701	Animalia	Arthropoda	Phasis	Phasis thero	Insecta	Lepidoptera	Lycaenidae
5138715	Animalia	Arthropoda	Phasis	Phasis braueri	Insecta	Lepidoptera	Lycaenidae
5138717	Animalia	Arthropoda	Phasis	Phasis pringlei	Insecta	Lepidoptera	Lycaenidae
5139007	Animalia	Arthropoda	Trimenia	Trimenia wallengrenii	Insecta	Lepidoptera	Lycaenidae
5139040	Animalia	Arthropoda	Freyeria	Freyeria trochylus	Insecta	Lepidoptera	Lycaenidae
5140057	Animalia	Arthropoda	Leptotes	Leptotes brevidentatus	Insecta	Lepidoptera	Lycaenidae
5140061	Animalia	Arthropoda	Leptotes	Leptotes jeanneli	Insecta	Lepidoptera	Lycaenidae
5140067	Animalia	Arthropoda	Leptotes	Leptotes babaulti	Insecta	Lepidoptera	Lycaenidae
5141342	Animalia	Arthropoda	Battus	Battus philenor	Insecta	Lepidoptera	Papilionidae
5142062	Animalia	Arthropoda	Atrytone	Atrytone arogos	Insecta	Lepidoptera	Hesperiidae
5142130	Animalia	Arthropoda	Metisella	Metisella malgacha	Insecta	Lepidoptera	Hesperiidae
5142134	Animalia	Arthropoda	Metisella	Metisella meninx	Insecta	Lepidoptera	Hesperiidae
5142151	Animalia	Arthropoda	Metisella	Metisella willemi	Insecta	Lepidoptera	Hesperiidae
5142162	Animalia	Arthropoda	Metisella	Metisella syrinx	Insecta	Lepidoptera	Hesperiidae
5142239	Animalia	Arthropoda	Hesperia	Hesperia ottoe	Insecta	Lepidoptera	Hesperiidae
5142336	Animalia	Arthropoda	Gegenes	Gegenes niso	Insecta	Lepidoptera	Hesperiidae
5142349	Animalia	Arthropoda	Gegenes	Gegenes hottentota	Insecta	Lepidoptera	Hesperiidae
5142655	Animalia	Arthropoda	Abantis	Abantis tettensis	Insecta	Lepidoptera	Hesperiidae
5142668	Animalia	Arthropoda	Abantis	Abantis bicolor	Insecta	Lepidoptera	Hesperiidae
5142675	Animalia	Arthropoda	Abantis	Abantis paradisea	Insecta	Lepidoptera	Hesperiidae
5142677	Animalia	Arthropoda	Abantis	Abantis venosa	Insecta	Lepidoptera	Hesperiidae
5151558	Animalia	Arthropoda	Polyzosteria	Polyzosteria viridissima	Insecta	Blattodea	Blattidae
5714299	Animalia	Arthropoda	Danaus	Danaus gilippus	Insecta	Lepidoptera	Nymphalidae
5714333	Animalia	Arthropoda	Limenitis	Limenitis weidemeyerii	Insecta	Lepidoptera	Nymphalidae
5714367	Animalia	Arthropoda	Vanessa	Vanessa tameamea	Insecta	Lepidoptera	Nymphalidae
5714369	Animalia	Arthropoda	Vanessa	Vanessa annabella	Insecta	Lepidoptera	Nymphalidae
5715372	Animalia	Arthropoda	Lestes	Lestes australis	Insecta	Odonata	Lestidae
5715373	Animalia	Arthropoda	Archilestes	Archilestes californicus	Insecta	Odonata	Lestidae
5715382	Animalia	Arthropoda	Enallagma	Enallagma vernale	Insecta	Odonata	Coenagrionidae
5790566	Animalia	Arthropoda	Arcopotamonautes	Arcopotamonautes suprasulcata	Malacostraca	Decapoda	Potamonautidae
5790608	Animalia	Arthropoda	Maritimonautes	Maritimonautes choloensis	Malacostraca	Decapoda	Potamonautidae
5790638	Animalia	Arthropoda	Maritimonautes	Maritimonautes obesa	Malacostraca	Decapoda	Potamonautidae
5790645	Animalia	Arthropoda	Arcopotamonautes	Arcopotamonautes montivagus	Malacostraca	Decapoda	Potamonautidae
5790840	Animalia	Arthropoda	Parathelphusa	Parathelphusa pantherina	Malacostraca	Decapoda	Gecarcinucidae
5790879	Animalia	Arthropoda	Parathelphusa	Parathelphusa ferruginea	Malacostraca	Decapoda	Gecarcinucidae
5791016	Animalia	Arthropoda	Syntripsa	Syntripsa flavichela	Malacostraca	Decapoda	Gecarcinucidae
5791017	Animalia	Arthropoda	Syntripsa	Syntripsa matannensis	Malacostraca	Decapoda	Gecarcinucidae
5791056	Animalia	Arthropoda	Nautilothelphusa	Nautilothelphusa zimmeri	Malacostraca	Decapoda	Gecarcinucidae
5791597	Animalia	Arthropoda	Platycypha	Platycypha eliseva	Insecta	Odonata	Chlorocyphidae
5791669	Animalia	Arthropoda	Agriocnemis	Agriocnemis sania	Insecta	Odonata	Coenagrionidae
5791676	Animalia	Arthropoda	Azuragrion	Azuragrion vansomereni	Insecta	Odonata	Coenagrionidae
5791727	Animalia	Arthropoda	Hemicordulia	Hemicordulia africana	Insecta	Odonata	Corduliidae
5791733	Animalia	Arthropoda	Anax	Anax ephippiger	Insecta	Odonata	Aeshnidae
5791794	Animalia	Arthropoda	Hemistigma	Hemistigma albipunctum	Insecta	Odonata	Libellulidae
5791830	Animalia	Arthropoda	Trithetrum	Trithetrum navasi	Insecta	Odonata	Libellulidae
5791872	Animalia	Arthropoda	Onychogomphus	Onychogomphus duaricus	Insecta	Odonata	Gomphidae
5791936	Animalia	Arthropoda	Hylogomphus	Hylogomphus parvidens	Insecta	Odonata	Gomphidae
5791959	Animalia	Arthropoda	Ceylonosticta	Ceylonosticta walli	Insecta	Odonata	Platystictidae
5791964	Animalia	Arthropoda	Mesocnemis	Mesocnemis saralisa	Insecta	Odonata	Platycnemididae
5792096	Animalia	Arthropoda	Thestor	Thestor yildizae	Insecta	Lepidoptera	Lycaenidae
5792097	Animalia	Arthropoda	Thestor	Thestor rossouwi	Insecta	Lepidoptera	Lycaenidae
5792100	Animalia	Arthropoda	Epamera	Epamera aphnaeoides	Insecta	Lepidoptera	Lycaenidae
5792102	Animalia	Arthropoda	Lepidochrysops	Lepidochrysops jefferyi	Insecta	Lepidoptera	Lycaenidae
5792103	Animalia	Arthropoda	Lepidochrysops	Lepidochrysops outeniqua	Insecta	Lepidoptera	Lycaenidae
5792104	Animalia	Arthropoda	Lepidochrysops	Lepidochrysops poseidon	Insecta	Lepidoptera	Lycaenidae
5792105	Animalia	Arthropoda	Lepidochrysops	Lepidochrysops balli	Insecta	Lepidoptera	Lycaenidae
5792106	Animalia	Arthropoda	Lepidochrysops	Lepidochrysops oosthuizeni	Insecta	Lepidoptera	Lycaenidae
5792108	Animalia	Arthropoda	Orachrysops	Orachrysops ariadne	Insecta	Lepidoptera	Lycaenidae
5792109	Animalia	Arthropoda	Euchrysops	Euchrysops niobe	Insecta	Lepidoptera	Lycaenidae
5792112	Animalia	Arthropoda	Chrysoritis	Chrysoritis azurius	Insecta	Lepidoptera	Lycaenidae
5792120	Animalia	Arthropoda	Capys	Capys penningtoni	Insecta	Lepidoptera	Lycaenidae
5792122	Animalia	Arthropoda	Aloeides	Aloeides nubilus	Insecta	Lepidoptera	Lycaenidae
5792123	Animalia	Arthropoda	Aloeides	Aloeides rossouwi	Insecta	Lepidoptera	Lycaenidae
5792124	Animalia	Arthropoda	Aloeides	Aloeides merces	Insecta	Lepidoptera	Lycaenidae
5792125	Animalia	Arthropoda	Aloeides	Aloeides dentatis	Insecta	Lepidoptera	Lycaenidae
5792126	Animalia	Arthropoda	Aslauga	Aslauga australis	Insecta	Lepidoptera	Lycaenidae
5863018	Animalia	Arthropoda	Caridina	Caridina masapi	Malacostraca	Decapoda	Atyidae
5863022	Animalia	Arthropoda	Caridina	Caridina tenuirostris	Malacostraca	Decapoda	Atyidae
5863025	Animalia	Arthropoda	Caridina	Caridina lanceolata	Malacostraca	Decapoda	Atyidae
5863048	Animalia	Arthropoda	Caridina	Caridina lingkonae	Malacostraca	Decapoda	Atyidae
5863056	Animalia	Arthropoda	Caridina	Caridina spinata	Malacostraca	Decapoda	Atyidae
5863062	Animalia	Arthropoda	Caridina	Caridina loehae	Malacostraca	Decapoda	Atyidae
5865362	Animalia	Arthropoda	Syncordulia	Syncordulia legator	Insecta	Odonata	Corduliidae
5865363	Animalia	Arthropoda	Syncordulia	Syncordulia serendipator	Insecta	Odonata	Corduliidae
5874084	Animalia	Arthropoda	Laccophilus	Laccophilus luctuosus	Insecta	Coleoptera	Dytiscidae
5874088	Animalia	Arthropoda	Laccophilus	Laccophilus alluaudi	Insecta	Coleoptera	Dytiscidae
5874089	Animalia	Arthropoda	Laccophilus	Laccophilus posticus	Insecta	Coleoptera	Dytiscidae
5874090	Animalia	Arthropoda	Laccophilus	Laccophilus complicatus	Insecta	Coleoptera	Dytiscidae
5874091	Animalia	Arthropoda	Laccophilus	Laccophilus lateralis	Insecta	Coleoptera	Dytiscidae
5874093	Animalia	Arthropoda	Laccophilus	Laccophilus pallescens	Insecta	Coleoptera	Dytiscidae
5874094	Animalia	Arthropoda	Laccophilus	Laccophilus addendus	Insecta	Coleoptera	Dytiscidae
5874096	Animalia	Arthropoda	Laccophilus	Laccophilus pseustes	Insecta	Coleoptera	Dytiscidae
5874098	Animalia	Arthropoda	Laccophilus	Laccophilus comes	Insecta	Coleoptera	Dytiscidae
5874099	Animalia	Arthropoda	Laccophilus	Laccophilus flaveolus	Insecta	Coleoptera	Dytiscidae
5999876	Animalia	Arthropoda	Laccophilus	Laccophilus morondavensis	Insecta	Coleoptera	Dytiscidae
5999911	Animalia	Arthropoda	Laccophilus	Laccophilus mirabilis	Insecta	Coleoptera	Dytiscidae
5999924	Animalia	Arthropoda	Laccophilus	Laccophilus rivulosus	Insecta	Coleoptera	Dytiscidae
5999971	Animalia	Arthropoda	Laccophilus	Laccophilus seyrigi	Insecta	Coleoptera	Dytiscidae
5999984	Animalia	Arthropoda	Laccophilus	Laccophilus olsoufieffi	Insecta	Coleoptera	Dytiscidae
6001180	Animalia	Arthropoda	Rhantus	Rhantus bouvieri	Insecta	Coleoptera	Dytiscidae
6001221	Animalia	Arthropoda	Rhantus	Rhantus manjakatompo	Insecta	Coleoptera	Dytiscidae
6001484	Animalia	Arthropoda	Copelatus	Copelatus mahajanga	Insecta	Coleoptera	Dytiscidae
6001659	Animalia	Arthropoda	Copelatus	Copelatus insuetus	Insecta	Coleoptera	Dytiscidae
6001840	Animalia	Arthropoda	Copelatus	Copelatus distinguendus	Insecta	Coleoptera	Dytiscidae
6001846	Animalia	Arthropoda	Copelatus	Copelatus befasicus	Insecta	Coleoptera	Dytiscidae
6242422	Animalia	Arthropoda	Megalestes	Megalestes palaceus	Insecta	Odonata	Synlestidae
6242429	Animalia	Arthropoda	Cordulegaster	Cordulegaster sarracenia	Insecta	Odonata	Cordulegastridae
6242460	Animalia	Arthropoda	Chlorogomphus	Chlorogomphus manau	Insecta	Odonata	Cordulegastridae
6242467	Animalia	Arthropoda	Nannophlebia	Nannophlebia kalkmani	Insecta	Odonata	Libellulidae
6242752	Animalia	Arthropoda	Matrona	Matrona corephaea	Insecta	Odonata	Calopterygidae
6242756	Animalia	Arthropoda	Matrona	Matrona oreades	Insecta	Odonata	Calopterygidae
6242767	Animalia	Arthropoda	Neurobasis	Neurobasis florida	Insecta	Odonata	Calopterygidae
6242768	Animalia	Arthropoda	Neurobasis	Neurobasis subpicta	Insecta	Odonata	Calopterygidae
6242781	Animalia	Arthropoda	Vestalis	Vestalis submontana	Insecta	Odonata	Calopterygidae
6242809	Animalia	Arthropoda	Macromia	Macromia holthuisi	Insecta	Odonata	Corduliidae
6242841	Animalia	Arthropoda	Idionyx	Idionyx asahinai	Insecta	Odonata	Corduliidae
6242879	Animalia	Arthropoda	Rhinagrion	Rhinagrion schneideri	Insecta	Odonata	Megapodagrionidae
6242880	Animalia	Arthropoda	Rhinagrion	Rhinagrion reinhardi	Insecta	Odonata	Megapodagrionidae
6242881	Animalia	Arthropoda	Argiolestes	Argiolestes roon	Insecta	Odonata	Megapodagrionidae
6242882	Animalia	Arthropoda	Argiolestes	Argiolestes muller	Insecta	Odonata	Megapodagrionidae
6242883	Animalia	Arthropoda	Argiolestes	Argiolestes foja	Insecta	Odonata	Megapodagrionidae
6242885	Animalia	Arthropoda	Argiolestes	Argiolestes tuberculiferus	Insecta	Odonata	Megapodagrionidae
6242906	Animalia	Arthropoda	Afroaeschna	Afroaeschna scotias	Insecta	Odonata	Aeshnidae
6242909	Animalia	Arthropoda	Zosteraeschna	Zosteraeschna ellioti	Insecta	Odonata	Aeshnidae
6242910	Animalia	Arthropoda	Zosteraeschna	Zosteraeschna usambarica	Insecta	Odonata	Aeshnidae
6242911	Animalia	Arthropoda	Zosteraeschna	Zosteraeschna minuscula	Insecta	Odonata	Aeshnidae
6242917	Animalia	Arthropoda	Sarasaeschna	Sarasaeschna zhuae	Insecta	Odonata	Aeshnidae
6242921	Animalia	Arthropoda	Pinheyschna	Pinheyschna waterstoni	Insecta	Odonata	Aeshnidae
6242922	Animalia	Arthropoda	Pinheyschna	Pinheyschna subpupillata	Insecta	Odonata	Aeshnidae
6242923	Animalia	Arthropoda	Pinheyschna	Pinheyschna rileyi	Insecta	Odonata	Aeshnidae
6242926	Animalia	Arthropoda	Pinheyschna	Pinheyschna meruensis	Insecta	Odonata	Aeshnidae
6242928	Animalia	Arthropoda	Pinheyschna	Pinheyschna moori	Insecta	Odonata	Aeshnidae
6242932	Animalia	Arthropoda	Cephalaeschna	Cephalaeschna asahinai	Insecta	Odonata	Aeshnidae
6242964	Animalia	Arthropoda	Gynacantha	Gynacantha pallampurica	Insecta	Odonata	Aeshnidae
