gbif	kingdom	phylum	genus	species	class	order	family
1423160	Animalia	Arthropoda	Agriocnemis	Agriocnemis gratiosa	Insecta	Odonata	Coenagrionidae
1423175	Animalia	Arthropoda	Agriocnemis	Agriocnemis victoria	Insecta	Odonata	Coenagrionidae
1423176	Animalia	Arthropoda	Agriocnemis	Agriocnemis exilis	Insecta	Odonata	Coenagrionidae
1423177	Animalia	Arthropoda	Agriocnemis	Agriocnemis exilis	Insecta	Odonata	Coenagrionidae
1423179	Animalia	Arthropoda	Agriocnemis	Agriocnemis nana	Insecta	Odonata	Coenagrionidae
1423180	Animalia	Arthropoda	Agriocnemis	Agriocnemis palaeforma	Insecta	Odonata	Coenagrionidae
1423184	Animalia	Arthropoda	Agriocnemis	Agriocnemis inversa	Insecta	Odonata	Coenagrionidae
1423185	Animalia	Arthropoda	Agriocnemis	Agriocnemis salomonis	Insecta	Odonata	Coenagrionidae
1423187	Animalia	Arthropoda	Agriocnemis	Agriocnemis maclachlani	Insecta	Odonata	Coenagrionidae
1423190	Animalia	Arthropoda	Agriocnemis	Agriocnemis zerafica	Insecta	Odonata	Coenagrionidae
1423192	Animalia	Arthropoda	Agriocnemis	Agriocnemis angolensis	Insecta	Odonata	Coenagrionidae
1423202	Animalia	Arthropoda	Plagulibasis	Plagulibasis ciliata	Insecta	Odonata	Coenagrionidae
1423210	Animalia	Arthropoda	Ceriagrion	Ceriagrion whellani	Insecta	Odonata	Coenagrionidae
1423213	Animalia	Arthropoda	Ceriagrion	Ceriagrion rubellocerinum	Insecta	Odonata	Coenagrionidae
1423214	Animalia	Arthropoda	Ceriagrion	Ceriagrion glabrum	Insecta	Odonata	Coenagrionidae
1423221	Animalia	Arthropoda	Ceriagrion	Ceriagrion sinense	Insecta	Odonata	Coenagrionidae
1423222	Animalia	Arthropoda	Ceriagrion	Ceriagrion aeruginosum	Insecta	Odonata	Coenagrionidae
1423224	Animalia	Arthropoda	Ceriagrion	Ceriagrion kordofanicum	Insecta	Odonata	Coenagrionidae
1423235	Animalia	Arthropoda	Ceriagrion	Ceriagrion katamborae	Insecta	Odonata	Coenagrionidae
1423236	Animalia	Arthropoda	Ceriagrion	Ceriagrion varians	Insecta	Odonata	Coenagrionidae
1423237	Animalia	Arthropoda	Ceriagrion	Ceriagrion varians	Insecta	Odonata	Coenagrionidae
1423241	Animalia	Arthropoda	Ceriagrion	Ceriagrion bellona	Insecta	Odonata	Coenagrionidae
1423244	Animalia	Arthropoda	Ceriagrion	Ceriagrion sakejii	Insecta	Odonata	Coenagrionidae
1423250	Animalia	Arthropoda	Ceriagrion	Ceriagrion mourae	Insecta	Odonata	Coenagrionidae
1423252	Animalia	Arthropoda	Ceriagrion	Ceriagrion inaequale	Insecta	Odonata	Coenagrionidae
1423253	Animalia	Arthropoda	Ceriagrion	Ceriagrion tricrenaticeps	Insecta	Odonata	Coenagrionidae
1423257	Animalia	Arthropoda	Ceriagrion	Ceriagrion batjanum	Insecta	Odonata	Coenagrionidae
1423259	Animalia	Arthropoda	Ceriagrion	Ceriagrion tenellum	Insecta	Odonata	Coenagrionidae
1423264	Animalia	Arthropoda	Ceriagrion	Ceriagrion ignitum	Insecta	Odonata	Coenagrionidae
1423266	Animalia	Arthropoda	Ceriagrion	Ceriagrion corallinum	Insecta	Odonata	Coenagrionidae
1423268	Animalia	Arthropoda	Ceriagrion	Ceriagrion lieftincki	Insecta	Odonata	Coenagrionidae
1423269	Animalia	Arthropoda	Ceriagrion	Ceriagrion bakeri	Insecta	Odonata	Coenagrionidae
1423272	Animalia	Arthropoda	Ceriagrion	Ceriagrion rubiae	Insecta	Odonata	Coenagrionidae
1423276	Animalia	Arthropoda	Ceriagrion	Ceriagrion annulosum	Insecta	Odonata	Coenagrionidae
1423277	Animalia	Arthropoda	Ceriagrion	Ceriagrion suave	Insecta	Odonata	Coenagrionidae
1423278	Animalia	Arthropoda	Ceriagrion	Ceriagrion annulatum	Insecta	Odonata	Coenagrionidae
1423280	Animalia	Arthropoda	Ceriagrion	Ceriagrion citrinum	Insecta	Odonata	Coenagrionidae
1423282	Animalia	Arthropoda	Ischnura	Ischnura kellicotti	Insecta	Odonata	Coenagrionidae
1423285	Animalia	Arthropoda	Ischnura	Ischnura cervula	Insecta	Odonata	Coenagrionidae
1423286	Animalia	Arthropoda	Ischnura	Ischnura senegalensis	Insecta	Odonata	Coenagrionidae
1423289	Animalia	Arthropoda	Ischnura	Ischnura aurora	Insecta	Odonata	Coenagrionidae
1423296	Animalia	Arthropoda	Ischnura	Ischnura isoetes	Insecta	Odonata	Coenagrionidae
1423303	Animalia	Arthropoda	Ischnura	Ischnura sanguinostigma	Insecta	Odonata	Coenagrionidae
1423304	Animalia	Arthropoda	Ischnura	Ischnura damula	Insecta	Odonata	Coenagrionidae
1423305	Animalia	Arthropoda	Ischnura	Ischnura verticalis	Insecta	Odonata	Coenagrionidae
1423308	Animalia	Arthropoda	Ischnura	Ischnura inarmata	Insecta	Odonata	Coenagrionidae
1423309	Animalia	Arthropoda	Ischnura	Ischnura denticollis	Insecta	Odonata	Coenagrionidae
1423311	Animalia	Arthropoda	Ischnura	Ischnura luta	Insecta	Odonata	Coenagrionidae
1423314	Animalia	Arthropoda	Ischnura	Ischnura haemastigma	Insecta	Odonata	Coenagrionidae
1423332	Animalia	Arthropoda	Ischnura	Ischnura thelmae	Insecta	Odonata	Coenagrionidae
1423333	Animalia	Arthropoda	Ischnura	Ischnura posita	Insecta	Odonata	Coenagrionidae
1423345	Animalia	Arthropoda	Ischnura	Ischnura demorsa	Insecta	Odonata	Coenagrionidae
1423346	Animalia	Arthropoda	Ischnura	Ischnura pamelae	Insecta	Odonata	Coenagrionidae
1423347	Animalia	Arthropoda	Ischnura	Ischnura cardinalis	Insecta	Odonata	Coenagrionidae
1423354	Animalia	Arthropoda	Ischnura	Ischnura chromostigma	Insecta	Odonata	Coenagrionidae
1423355	Animalia	Arthropoda	Ischnura	Ischnura abyssinica	Insecta	Odonata	Coenagrionidae
1423357	Animalia	Arthropoda	Ischnura	Ischnura barberi	Insecta	Odonata	Coenagrionidae
1423369	Animalia	Arthropoda	Ischnura	Ischnura albistigma	Insecta	Odonata	Coenagrionidae
1423372	Animalia	Arthropoda	Ischnura	Ischnura taitensis	Insecta	Odonata	Coenagrionidae
1423380	Animalia	Arthropoda	Ischnura	Ischnura ariel	Insecta	Odonata	Coenagrionidae
1423381	Animalia	Arthropoda	Ischnura	Ischnura erratica	Insecta	Odonata	Coenagrionidae
1423387	Animalia	Arthropoda	Ischnura	Ischnura ramburii	Insecta	Odonata	Coenagrionidae
1423393	Animalia	Arthropoda	Ischnura	Ischnura buxtoni	Insecta	Odonata	Coenagrionidae
1423394	Animalia	Arthropoda	Ischnura	Ischnura stueberi	Insecta	Odonata	Coenagrionidae
1423412	Animalia	Arthropoda	Ischnura	Ischnura prognata	Insecta	Odonata	Coenagrionidae
1423413	Animalia	Arthropoda	Ischnura	Ischnura gemina	Insecta	Odonata	Coenagrionidae
1423417	Animalia	Arthropoda	Aciagrion	Aciagrion brosseti	Insecta	Odonata	Coenagrionidae
1423420	Animalia	Arthropoda	Aciagrion	Aciagrion feuerborni	Insecta	Odonata	Coenagrionidae
1423423	Animalia	Arthropoda	Aciagrion	Aciagrion heterostictum	Insecta	Odonata	Coenagrionidae
1423426	Animalia	Arthropoda	Aciagrion	Aciagrion nodosum	Insecta	Odonata	Coenagrionidae
1423430	Animalia	Arthropoda	Aciagrion	Aciagrion steeleae	Insecta	Odonata	Coenagrionidae
1423433	Animalia	Arthropoda	Aciagrion	Aciagrion zambiense	Insecta	Odonata	Coenagrionidae
1423434	Animalia	Arthropoda	Aciagrion	Aciagrion gracile	Insecta	Odonata	Coenagrionidae
1423442	Animalia	Arthropoda	Aciagrion	Aciagrion dondoense	Insecta	Odonata	Coenagrionidae
1423443	Animalia	Arthropoda	Aciagrion	Aciagrion balachowskyi	Insecta	Odonata	Coenagrionidae
1423444	Animalia	Arthropoda	Aciagrion	Aciagrion rarum	Insecta	Odonata	Coenagrionidae
1423445	Animalia	Arthropoda	Aciagrion	Aciagrion tonsillare	Insecta	Odonata	Coenagrionidae
1423451	Animalia	Arthropoda	Aciagrion	Aciagrion macrootithenae	Insecta	Odonata	Coenagrionidae
1423452	Animalia	Arthropoda	Aciagrion	Aciagrion africanum	Insecta	Odonata	Coenagrionidae
1423456	Animalia	Arthropoda	Neoerythromma	Neoerythromma cultellatum	Insecta	Odonata	Coenagrionidae
1423487	Animalia	Arthropoda	Xanthocnemis	Xanthocnemis tuanuii	Insecta	Odonata	Coenagrionidae
1423490	Animalia	Arthropoda	Xanthocnemis	Xanthocnemis zealandica	Insecta	Odonata	Coenagrionidae
1423497	Animalia	Arthropoda	Austroagrion	Austroagrion kiautai	Insecta	Odonata	Coenagrionidae
1423510	Animalia	Arthropoda	Hylaeargia	Hylaeargia magnifica	Insecta	Odonata	Coenagrionidae
1423511	Animalia	Arthropoda	Hylaeargia	Hylaeargia simulatrix	Insecta	Odonata	Coenagrionidae
1423517	Animalia	Arthropoda	Mortonagrion	Mortonagrion alcyone	Insecta	Odonata	Coenagrionidae
1423518	Animalia	Arthropoda	Mortonagrion	Mortonagrion arthuri	Insecta	Odonata	Coenagrionidae
1423519	Animalia	Arthropoda	Mortonagrion	Mortonagrion forficulatum	Insecta	Odonata	Coenagrionidae
1423520	Animalia	Arthropoda	Mortonagrion	Mortonagrion martini	Insecta	Odonata	Coenagrionidae
1423526	Animalia	Arthropoda	Mortonagrion	Mortonagrion amoena	Insecta	Odonata	Coenagrionidae
1423527	Animalia	Arthropoda	Mortonagrion	Mortonagrion ceylonicum	Insecta	Odonata	Coenagrionidae
1423529	Animalia	Arthropoda	Mortonagrion	Mortonagrion stygia	Insecta	Odonata	Coenagrionidae
1423530	Animalia	Arthropoda	Mortonagrion	Mortonagrion appendiculatum	Insecta	Odonata	Coenagrionidae
1423534	Animalia	Arthropoda	Xiphiagrion	Xiphiagrion truncatum	Insecta	Odonata	Coenagrionidae
1423535	Animalia	Arthropoda	Xiphiagrion	Xiphiagrion cyanomelas	Insecta	Odonata	Coenagrionidae
1423600	Animalia	Arthropoda	Apanisagrion	Apanisagrion lais	Insecta	Odonata	Coenagrionidae
1423617	Animalia	Arthropoda	Salomocnemis	Salomocnemis gerdae	Insecta	Odonata	Platycnemididae
1423620	Animalia	Arthropoda	Metacnemis	Metacnemis valida	Insecta	Odonata	Platycnemididae
1423626	Animalia	Arthropoda	Torrenticnemis	Torrenticnemis filicornis	Insecta	Odonata	Platycnemididae
1423632	Animalia	Arthropoda	Lieftinckia	Lieftinckia lairdi	Insecta	Odonata	Platycnemididae
1423633	Animalia	Arthropoda	Lieftinckia	Lieftinckia malaitae	Insecta	Odonata	Platycnemididae
1423634	Animalia	Arthropoda	Lieftinckia	Lieftinckia salomonis	Insecta	Odonata	Platycnemididae
1423635	Animalia	Arthropoda	Lieftinckia	Lieftinckia ramosa	Insecta	Odonata	Platycnemididae
1423637	Animalia	Arthropoda	Lieftinckia	Lieftinckia isabellae	Insecta	Odonata	Platycnemididae
1423641	Animalia	Arthropoda	Oreocnemis	Oreocnemis phoenix	Insecta	Odonata	Platycnemididae
1423643	Animalia	Arthropoda	Sinocnemis	Sinocnemis dumonti	Insecta	Odonata	Megapodagrionidae
1423645	Animalia	Arthropoda	Sinocnemis	Sinocnemis yangbingi	Insecta	Odonata	Megapodagrionidae
1423647	Animalia	Arthropoda	Lochmaeocnemis	Lochmaeocnemis malacodora	Insecta	Odonata	Platycnemididae
1423649	Animalia	Arthropoda	Cyanocnemis	Cyanocnemis aureofrons	Insecta	Odonata	Platycnemididae
1423654	Animalia	Arthropoda	Calicnemia	Calicnemia chaseni	Insecta	Odonata	Platycnemididae
1423663	Animalia	Arthropoda	Calicnemia	Calicnemia rectangulata	Insecta	Odonata	Platycnemididae
1423672	Animalia	Arthropoda	Coeliccia	NA	Insecta	Odonata	Platycnemididae
1423674	Animalia	Arthropoda	Coeliccia	Coeliccia axinocercus	Insecta	Odonata	Platycnemididae
1423676	Animalia	Arthropoda	Coeliccia	Coeliccia nigrohamata	Insecta	Odonata	Platycnemididae
1423677	Animalia	Arthropoda	Coeliccia	Coeliccia galbina	Insecta	Odonata	Platycnemididae
1423678	Animalia	Arthropoda	Coeliccia	Coeliccia campioni	Insecta	Odonata	Platycnemididae
1423679	Animalia	Arthropoda	Coeliccia	Coeliccia membranipes	Insecta	Odonata	Platycnemididae
1423689	Animalia	Arthropoda	Coeliccia	Coeliccia kazukoae	Insecta	Odonata	Platycnemididae
1423698	Animalia	Arthropoda	Coeliccia	Coeliccia pyriformis	Insecta	Odonata	Platycnemididae
1423701	Animalia	Arthropoda	Coeliccia	Coeliccia macrostigma	Insecta	Odonata	Platycnemididae
1423704	Animalia	Arthropoda	Coeliccia	Coeliccia arcuata	Insecta	Odonata	Platycnemididae
1423707	Animalia	Arthropoda	Coeliccia	Coeliccia scutellum	Insecta	Odonata	Platycnemididae
1423710	Animalia	Arthropoda	Coeliccia	Coeliccia brachysticta	Insecta	Odonata	Platycnemididae
1423711	Animalia	Arthropoda	Coeliccia	Coeliccia poungyi	Insecta	Odonata	Platycnemididae
1423712	Animalia	Arthropoda	Coeliccia	Coeliccia doisuthepensis	Insecta	Odonata	Platycnemididae
1423719	Animalia	Arthropoda	Coeliccia	Coeliccia werneri	Insecta	Odonata	Platycnemididae
1423721	Animalia	Arthropoda	Coeliccia	Coeliccia boettcheri	Insecta	Odonata	Platycnemididae
1423723	Animalia	Arthropoda	Coeliccia	Coeliccia palawana	Insecta	Odonata	Platycnemididae
1423724	Animalia	Arthropoda	Coeliccia	Coeliccia cyaneothorax	Insecta	Odonata	Platycnemididae
1423728	Animalia	Arthropoda	Coeliccia	Coeliccia borneensis	Insecta	Odonata	Platycnemididae
1423729	Animalia	Arthropoda	Coeliccia	Coeliccia flavostriata	Insecta	Odonata	Platycnemididae
1423730	Animalia	Arthropoda	Coeliccia	Coeliccia octogesima	Insecta	Odonata	Platycnemididae
1423733	Animalia	Arthropoda	Coeliccia	Coeliccia dinoceras	Insecta	Odonata	Platycnemididae
1423735	Animalia	Arthropoda	Coeliccia	Coeliccia svihleri	Insecta	Odonata	Platycnemididae
1423737	Animalia	Arthropoda	Coeliccia	Coeliccia satoi	Insecta	Odonata	Platycnemididae
1423739	Animalia	Arthropoda	Coeliccia	Coeliccia lieftincki	Insecta	Odonata	Platycnemididae
1423740	Animalia	Arthropoda	Coeliccia	Coeliccia sexmaculata	Insecta	Odonata	Platycnemididae
1423741	Animalia	Arthropoda	Coeliccia	Coeliccia resecta	Insecta	Odonata	Platycnemididae
1423744	Animalia	Arthropoda	Coeliccia	Coeliccia simillima	Insecta	Odonata	Platycnemididae
1423746	Animalia	Arthropoda	Stenocnemis	Stenocnemis pachystigma	Insecta	Odonata	Platycnemididae
1423762	Animalia	Arthropoda	Copera	Copera imbricata	Insecta	Odonata	Platycnemididae
1423766	Animalia	Arthropoda	Copera	Copera rubripes	Insecta	Odonata	Platycnemididae
1423778	Animalia	Arthropoda	Risiocnemis	Risiocnemis arator	Insecta	Odonata	Platycnemididae
1423779	Animalia	Arthropoda	Risiocnemis	Risiocnemis gracilis	Insecta	Odonata	Platycnemididae
1423783	Animalia	Arthropoda	Risiocnemis	Risiocnemis erythrura	Insecta	Odonata	Platycnemididae
1423790	Animalia	Arthropoda	Risiocnemis	Risiocnemis confusa	Insecta	Odonata	Platycnemididae
1423791	Animalia	Arthropoda	Risiocnemis	Risiocnemis serrata	Insecta	Odonata	Platycnemididae
1423794	Animalia	Arthropoda	Risiocnemis	Risiocnemis elegans	Insecta	Odonata	Platycnemididae
1423800	Animalia	Arthropoda	Risiocnemis	Risiocnemis praeusta	Insecta	Odonata	Platycnemididae
1423802	Animalia	Arthropoda	Risiocnemis	Risiocnemis moroensis	Insecta	Odonata	Platycnemididae
1423803	Animalia	Arthropoda	Risiocnemis	Risiocnemis rolandmuelleri	Insecta	Odonata	Platycnemididae
1423804	Animalia	Arthropoda	Risiocnemis	Risiocnemis varians	Insecta	Odonata	Platycnemididae
1423805	Animalia	Arthropoda	Risiocnemis	Risiocnemis laguna	Insecta	Odonata	Platycnemididae
1423808	Animalia	Arthropoda	Risiocnemis	Risiocnemis appendiculata	Insecta	Odonata	Platycnemididae
1423814	Animalia	Arthropoda	Risiocnemis	Risiocnemis kiautai	Insecta	Odonata	Platycnemididae
1423818	Animalia	Arthropoda	Rhyacocnemis	Rhyacocnemis prothoracica	Insecta	Odonata	Platycnemididae
1423819	Animalia	Arthropoda	Rhyacocnemis	Rhyacocnemis sufficiens	Insecta	Odonata	Platycnemididae
1423821	Animalia	Arthropoda	Mesocnemis	Mesocnemis singularis	Insecta	Odonata	Platycnemididae
1423827	Animalia	Arthropoda	Idiocnemis	Idiocnemis zebrina	Insecta	Odonata	Platycnemididae
1423830	Animalia	Arthropoda	Idiocnemis	Idiocnemis inornata	Insecta	Odonata	Platycnemididae
1423831	Animalia	Arthropoda	Idiocnemis	Idiocnemis chloropleura	Insecta	Odonata	Platycnemididae
1423832	Animalia	Arthropoda	Idiocnemis	Idiocnemis nigriventris	Insecta	Odonata	Platycnemididae
1423835	Animalia	Arthropoda	Idiocnemis	Idiocnemis dagnyae	Insecta	Odonata	Platycnemididae
1423836	Animalia	Arthropoda	Idiocnemis	Idiocnemis australis	Insecta	Odonata	Platycnemididae
1423839	Animalia	Arthropoda	Idiocnemis	Idiocnemis kimminsi	Insecta	Odonata	Platycnemididae
1423840	Animalia	Arthropoda	Idiocnemis	Idiocnemis louisiadensis	Insecta	Odonata	Platycnemididae
1423841	Animalia	Arthropoda	Idiocnemis	Idiocnemis obliterata	Insecta	Odonata	Platycnemididae
1423842	Animalia	Arthropoda	Idiocnemis	Idiocnemis pruinescens	Insecta	Odonata	Platycnemididae
1423843	Animalia	Arthropoda	Idiocnemis	Idiocnemis polhemi	Insecta	Odonata	Platycnemididae
1423845	Animalia	Arthropoda	Idiocnemis	Idiocnemis leonardi	Insecta	Odonata	Platycnemididae
1423846	Animalia	Arthropoda	Idiocnemis	Idiocnemis mertoni	Insecta	Odonata	Platycnemididae
1423847	Animalia	Arthropoda	Idiocnemis	Idiocnemis strumidens	Insecta	Odonata	Platycnemididae
1423872	Animalia	Arthropoda	Platycnemis	Platycnemis pierrati	Insecta	Odonata	Platycnemididae
1423882	Animalia	Arthropoda	Platycnemis	Platycnemis phyllopoda	Insecta	Odonata	Platycnemididae
1423886	Animalia	Arthropoda	Platycnemis	Platycnemis foliosa	Insecta	Odonata	Platycnemididae
1423910	Animalia	Arthropoda	Asthenocnemis	Asthenocnemis stephanodera	Insecta	Odonata	Platycnemididae
1423912	Animalia	Arthropoda	Allocnemis	Allocnemis mitwabae	Insecta	Odonata	Platycnemididae
1423915	Animalia	Arthropoda	Thaumatagrion	Thaumatagrion funereum	Insecta	Odonata	Platycnemididae
1423918	Animalia	Arthropoda	Paramecocnemis	Paramecocnemis stillacruoris	Insecta	Odonata	Platycnemididae
1423925	Animalia	Arthropoda	Isosticta	Isosticta robustior	Insecta	Odonata	Isostictidae
1423926	Animalia	Arthropoda	Isosticta	Isosticta gracilior	Insecta	Odonata	Isostictidae
1423927	Animalia	Arthropoda	Isosticta	Isosticta spinipes	Insecta	Odonata	Isostictidae
1423928	Animalia	Arthropoda	Isosticta	Isosticta humilior	Insecta	Odonata	Isostictidae
1423929	Animalia	Arthropoda	Isosticta	Isosticta tillyardi	Insecta	Odonata	Isostictidae
1423937	Animalia	Arthropoda	Tanymecosticta	Tanymecosticta jejuna	Insecta	Odonata	Isostictidae
1423938	Animalia	Arthropoda	Tanymecosticta	Tanymecosticta capillaris	Insecta	Odonata	Isostictidae
1423939	Animalia	Arthropoda	Tanymecosticta	Tanymecosticta leptalea	Insecta	Odonata	Isostictidae
1423942	Animalia	Arthropoda	Tanymecosticta	Tanymecosticta filiformis	Insecta	Odonata	Isostictidae
1423944	Animalia	Arthropoda	Selysioneura	Selysioneura cervicornu	Insecta	Odonata	Isostictidae
1423945	Animalia	Arthropoda	Selysioneura	Selysioneura phasma	Insecta	Odonata	Isostictidae
1423947	Animalia	Arthropoda	Selysioneura	Selysioneura venilia	Insecta	Odonata	Isostictidae
1423949	Animalia	Arthropoda	Selysioneura	Selysioneura cornelia	Insecta	Odonata	Isostictidae
1423950	Animalia	Arthropoda	Selysioneura	Selysioneura ranatra	Insecta	Odonata	Isostictidae
1423951	Animalia	Arthropoda	Selysioneura	Selysioneura stenomantis	Insecta	Odonata	Isostictidae
1423954	Animalia	Arthropoda	Selysioneura	Selysioneura capreola	Insecta	Odonata	Isostictidae
1423955	Animalia	Arthropoda	Selysioneura	Selysioneura drymobia	Insecta	Odonata	Isostictidae
1423956	Animalia	Arthropoda	Selysioneura	Selysioneura rangifera	Insecta	Odonata	Isostictidae
1423957	Animalia	Arthropoda	Selysioneura	Selysioneura thalia	Insecta	Odonata	Isostictidae
1423958	Animalia	Arthropoda	Selysioneura	Selysioneura umbratilis	Insecta	Odonata	Isostictidae
1423959	Animalia	Arthropoda	Selysioneura	Selysioneura aglaia	Insecta	Odonata	Isostictidae
1423967	Animalia	Arthropoda	Cnemisticta	Cnemisticta angustilobata	Insecta	Odonata	Isostictidae
1423968	Animalia	Arthropoda	Cnemisticta	Cnemisticta latilobata	Insecta	Odonata	Isostictidae
1424045	Animalia	Arthropoda	Lestes	Lestes dryas	Insecta	Odonata	Lestidae
1424149	Animalia	Arthropoda	Sinhalestes	Sinhalestes orientalis	Insecta	Odonata	Lestidae
1424161	Animalia	Arthropoda	Indolestes	Indolestes divisus	Insecta	Odonata	Lestidae
1424162	Animalia	Arthropoda	Indolestes	Indolestes guizhouensis	Insecta	Odonata	Lestidae
1424163	Animalia	Arthropoda	Indolestes	Indolestes albicaudus	Insecta	Odonata	Lestidae
1424174	Animalia	Arthropoda	Indolestes	Indolestes risi	Insecta	Odonata	Lestidae
1424177	Animalia	Arthropoda	Indolestes	Indolestes lygisticercus	Insecta	Odonata	Lestidae
1424178	Animalia	Arthropoda	Indolestes	Indolestes inflatus	Insecta	Odonata	Lestidae
1424179	Animalia	Arthropoda	Indolestes	Indolestes floresianus	Insecta	Odonata	Lestidae
1424180	Animalia	Arthropoda	Indolestes	Indolestes sutteri	Insecta	Odonata	Lestidae
1424182	Animalia	Arthropoda	Indolestes	Indolestes anomalus	Insecta	Odonata	Lestidae
1424184	Animalia	Arthropoda	Indolestes	Indolestes alfurus	Insecta	Odonata	Lestidae
1424185	Animalia	Arthropoda	Indolestes	Indolestes luxatus	Insecta	Odonata	Lestidae
1424186	Animalia	Arthropoda	Indolestes	Indolestes vitiensis	Insecta	Odonata	Lestidae
1424192	Animalia	Arthropoda	Indolestes	Indolestes extraneus	Insecta	Odonata	Lestidae
1424194	Animalia	Arthropoda	Indolestes	Indolestes goniocercus	Insecta	Odonata	Lestidae
1424195	Animalia	Arthropoda	Indolestes	Indolestes linsleyi	Insecta	Odonata	Lestidae
1424198	Animalia	Arthropoda	Indolestes	Indolestes aruanus	Insecta	Odonata	Lestidae
1424201	Animalia	Arthropoda	Sympecma	Sympecma gobica	Insecta	Odonata	Lestidae
1424212	Animalia	Arthropoda	Nubiolestes	Nubiolestes diotima	Insecta	Odonata	Perilestidae
1424237	Animalia	Arthropoda	Pseudolestes	Pseudolestes mirabilis	Insecta	Odonata	Pseudolestidae
1424249	Animalia	Arthropoda	Podolestes	Podolestes harrissoni	Insecta	Odonata	Megapodagrionidae
1424250	Animalia	Arthropoda	Podolestes	Podolestes chrysopus	Insecta	Odonata	Megapodagrionidae
1424251	Animalia	Arthropoda	Podolestes	Podolestes atomarius	Insecta	Odonata	Megapodagrionidae
1424253	Animalia	Arthropoda	Podolestes	Podolestes furcifer	Insecta	Odonata	Megapodagrionidae
1424254	Animalia	Arthropoda	Podolestes	Podolestes buwaldai	Insecta	Odonata	Megapodagrionidae
1424255	Animalia	Arthropoda	Podolestes	Podolestes pandanus	Insecta	Odonata	Megapodagrionidae
1424256	Animalia	Arthropoda	Podolestes	Podolestes coomansi	Insecta	Odonata	Megapodagrionidae
1424260	Animalia	Arthropoda	Rhipidolestes	Rhipidolestes truncatidens	Insecta	Odonata	Megapodagrionidae
1424263	Animalia	Arthropoda	Rhipidolestes	Rhipidolestes yangbingi	Insecta	Odonata	Megapodagrionidae
1424269	Animalia	Arthropoda	Rhipidolestes	Rhipidolestes fascia	Insecta	Odonata	Megapodagrionidae
1424271	Animalia	Arthropoda	Rhipidolestes	Rhipidolestes nectans	Insecta	Odonata	Megapodagrionidae
